"wavelength","1","2","3","4","5","6","7","8"
350,0.0872868593190106,0.107196453810042,0.0945592400268285,0.114997438526664,0.0718282280746548,0.0849807258774335,0.0912578975979702,0.0816190694758717
351,0.0887234453870079,0.107899099718509,0.0959346250359828,0.119745536440524,0.0761500104896758,0.0861873997980629,0.090499744809935,0.0853820100857433
352,0.0869720384697161,0.0993482564488788,0.0907929464350547,0.112187016356068,0.0715874490493132,0.0791413886796883,0.083683552423331,0.0768495842232146
353,0.0867644442426791,0.0997283755765979,0.0921584543585599,0.111351759414421,0.0715367908847815,0.0830855735113239,0.0925301550785428,0.0801344962263457
354,0.086328205084719,0.0997109247776936,0.0926827480059635,0.109548046549887,0.0727593725213128,0.0835062734833862,0.0918186833327181,0.0846017246354132
355,0.0856029623849316,0.0978564581396621,0.0924515524315069,0.108365191197847,0.0744435814711501,0.08263506139675,0.0891453783954893,0.0855158540323477
356,0.0849301886296605,0.095211657774726,0.0928259000353698,0.11022436963352,0.0757124162832523,0.0844827450794543,0.0948515767171257,0.0812221194219858
357,0.0846267402520031,0.0967805221989978,0.0930033379733885,0.111446143609573,0.0735905608627844,0.0808234442271967,0.0905003247191434,0.0792906430310919
358,0.0861827233608014,0.0994407722234898,0.0938371971980668,0.111772129073491,0.0728076259314788,0.0785148826984574,0.0864414671428334,0.0808842040239059
359,0.0883982912244182,0.100250202563244,0.0941382429263797,0.110722597652385,0.0739392201393824,0.0800673061789071,0.0876424160627996,0.083238854021213
360,0.0841029901074245,0.0965570003470717,0.0874541199124743,0.105891172019959,0.068310381139459,0.078596292878996,0.0862911888735662,0.0759779526370877
361,0.084114095984716,0.0961944897086726,0.0858947006464281,0.104673106710765,0.0671649019104946,0.0784111577508,0.0864083172459564,0.0733551026125553
362,0.0875751189416722,0.0985541438650194,0.0900812560778506,0.107387126799778,0.0706007107779469,0.0799422468561437,0.0882295717505478,0.0771113823032072
363,0.0873453174861946,0.0983426482493568,0.0940289984045857,0.110175886541966,0.0726110497688913,0.0815393510278852,0.0900514294357831,0.0818192835176197
364,0.089337269089738,0.0985668308909927,0.0945571272885736,0.110039241830006,0.0757254393532106,0.081021872120582,0.0924458203806396,0.0818676067219008
365,0.0884392494843332,0.0977214305141071,0.0920408490437239,0.107441924963638,0.0761460692561109,0.0787247973866677,0.0909206929881581,0.0789607453683058
366,0.08160382882379,0.0950193571144734,0.0886855163243228,0.104336412010933,0.0716229658566878,0.0761217877070762,0.083973182046276,0.0764824082562503
367,0.0835754200794511,0.0964228732219694,0.0902171368627273,0.105094269736599,0.0703921591889278,0.0767872772443775,0.0866840888637879,0.077516971509161
368,0.0857441272395965,0.0971641209851218,0.0914773759542035,0.106561128046675,0.0712153538466147,0.0790496020790045,0.0894398845099873,0.0790241990439903
369,0.0846409159015197,0.0958140094333777,0.0907985854602943,0.107127158878088,0.0727703499846712,0.08101892465275,0.0881434600472746,0.0795260627434443
370,0.0860619777716645,0.0968918763065694,0.09265846327948,0.108054266662586,0.0745195349697303,0.0803508117241322,0.0881336681535398,0.0802420388092445
371,0.084954522209576,0.0953219928496203,0.0926433871535739,0.106310214636888,0.0734745050966613,0.0796740887898578,0.0869331627683055,0.079391315927528
372,0.0829298032855555,0.092929427204499,0.0910864622060706,0.104230826186216,0.0715184573385708,0.079802130748991,0.0852744014707227,0.0786296892207876
373,0.0843111237114366,0.0943508441329928,0.0904527819210645,0.106328500963886,0.0727633932734851,0.0806272961756625,0.0852485369563121,0.0808422785028569
374,0.0862129925408725,0.0959091610015328,0.0915135009527323,0.107048781456165,0.0743792682810737,0.0794874680690447,0.0879895575400476,0.0804969881350844
375,0.0867925616434038,0.0956274963078763,0.0924710390351483,0.105181944048272,0.0746604728746693,0.078635086000027,0.0895013050708587,0.0797036693211869
376,0.0855212257070436,0.0932866312719977,0.0921525075496233,0.101693834451921,0.0731387078227327,0.0797696884692557,0.0872333797435697,0.0804867686283477
377,0.0857446601857333,0.0937091145896576,0.0936133107034953,0.102267042782241,0.072860717118344,0.0799048220752576,0.0861747378905254,0.0800259856790652
378,0.0845625519816092,0.0925869899618049,0.092306850411496,0.102631048661712,0.0721848920595839,0.0786600015593896,0.0859258494480838,0.077731631854964
379,0.0823346602563793,0.0899719182068169,0.088660775407124,0.101613733738104,0.0710199268955487,0.0769031677806999,0.0862893613907541,0.0756526282574905
380,0.0839723585587328,0.0919195606488948,0.0897329488533215,0.102293345390128,0.0714553151809817,0.0771384793949069,0.0877545325394943,0.0799110284591274
381,0.0842467364951266,0.09243060634303,0.0904959314911705,0.100815035103996,0.0715464026984254,0.0777224836001905,0.0860325117217916,0.0793008859205901
382,0.0834712119891372,0.091438434528364,0.0906232515619726,0.0986707237093089,0.0704467560664267,0.0781319454691831,0.0839314043525871,0.0765806171836284
383,0.083841629492029,0.0909532843830453,0.0911713255377915,0.0990513097250323,0.0681369194938072,0.0781726415343286,0.08629390307941,0.0789257159281971
384,0.084153767862592,0.0899838406379912,0.0894986499723948,0.099778106893462,0.0692206693742564,0.077258915309114,0.0870658934827589,0.0786231068380757
385,0.0842924245043293,0.0901778897848763,0.0890699376573235,0.099647972040664,0.0707311927193334,0.0772200111677621,0.0872637281407458,0.0784815158283344
386,0.0841186889580698,0.0919513974068708,0.0915477952442456,0.0983013217247203,0.0701538846106619,0.0786188451570611,0.0878308686693042,0.080421473963461
387,0.0826344051142915,0.0910317223856229,0.0908177992690697,0.0968998170098106,0.0692195336571492,0.077233401618606,0.0861128403860572,0.0791388105109265
388,0.0828140373559576,0.0903819342464434,0.0900574098910813,0.0977963334576955,0.0696305728995024,0.0763241890141814,0.0852625761277636,0.0788960007054133
389,0.0845923418911221,0.0908067482004675,0.090497060597775,0.100215242281968,0.0709582869277785,0.0766335544520993,0.086046519000802,0.0806916447883687
390,0.084501336818428,0.0907773499948162,0.091309562709957,0.0998972602026077,0.0703449512061647,0.0760745844291155,0.0866506433197646,0.0821268191488494
391,0.0849495470309848,0.0912506586933817,0.0929135840989358,0.0990513953041217,0.0705606443046211,0.077263302884775,0.0880988343692878,0.0819392121055572
392,0.0860197527091209,0.091882432836004,0.0939685691498994,0.0988338909507279,0.0712599450233131,0.0789264788006751,0.08923844580908,0.0807859973720704
393,0.0868845084470983,0.0919231588025395,0.0929345459910588,0.0997637654054968,0.0711731735602173,0.0787591529923644,0.0884867406904638,0.0801050649385212
394,0.0852019506595842,0.0908156034671787,0.0922573603526668,0.0986127809783958,0.0706254558612281,0.0780491005325644,0.0869746226698693,0.080381523272213
395,0.0840582727093554,0.0904343899418358,0.0920209719529503,0.0977681048336356,0.0702477714663258,0.0778842168371127,0.0869986024873995,0.0809159442977213
396,0.0852602076924331,0.0918003354332617,0.0920451319392912,0.0989047948859803,0.0704599349941469,0.078656354215715,0.0890273924812792,0.0810668640887188
397,0.0853956932008656,0.0931079414912679,0.0925110878107708,0.0999664007103833,0.0711349761486891,0.0791315474869306,0.0881813717091086,0.0807584769284579
398,0.0852476910890243,0.0936253607090937,0.0926103598338344,0.100314223513329,0.0713874798611417,0.0788564784838403,0.087817441519351,0.0803716494889082
399,0.0854101619016684,0.0936172730373648,0.0923082030761233,0.10040837318517,0.0714924302449569,0.0784542248125043,0.0887704879881266,0.0805767419421144
400,0.0864237458823127,0.0944565239952737,0.0923512077981996,0.101983498991803,0.0730863332812502,0.0798561681161406,0.089369707760642,0.0825917252206776
401,0.086062716294894,0.0944794601100007,0.0925991754556674,0.102268988016885,0.0729466437563079,0.0794362292357926,0.089770396730394,0.0825851798613998
402,0.0858255732912867,0.0943657439003429,0.0933842585062234,0.102407832919678,0.0720461391863497,0.0790077154740225,0.0902433480053904,0.0815557320942379
403,0.087892321563857,0.0952806309538043,0.094888730621341,0.104347789494321,0.0725222933568536,0.0814906345571488,0.0909995541637516,0.0819332430217053
404,0.0879866480439024,0.0952188375716746,0.0947603804707564,0.104487502951838,0.0729843119581869,0.0817482308109732,0.090736710464573,0.0828674198173712
405,0.0874301059492218,0.0947577282596364,0.0943994134177088,0.103839317625741,0.0733305980136582,0.0810971229396829,0.0905167180592692,0.083185265162331
406,0.0875894665234906,0.0946348108967643,0.0948650734192815,0.103567426249952,0.0736135238395773,0.0810660031120586,0.0910826952150735,0.0825610894853231
407,0.088090958329215,0.0953400041512238,0.0949947877243576,0.103627244664982,0.0738972330292387,0.0815074132457842,0.091648951488427,0.0831723053654357
408,0.0878292592980214,0.0949539862215863,0.0947982499254391,0.103422776073681,0.0738090472349955,0.0815071075224631,0.0915675524655498,0.0834162093595775
409,0.0869831038389084,0.0936450664673629,0.094480725860564,0.102931776162389,0.0734618476404345,0.0809304271076044,0.090829125267849,0.0828134012780024
410,0.0871196687788998,0.093853815276279,0.0944306373510292,0.102724235944668,0.0734925427734542,0.0803646816851728,0.0899797404363885,0.081919404618073
411,0.0877262137498069,0.0945771268368696,0.0951520480247087,0.102903691331247,0.0737677010478093,0.0810231305003219,0.0905461512492494,0.082673015623747
412,0.0882004042888232,0.0947903720085972,0.0956040605586754,0.103027755395751,0.0740429138062655,0.0818681363327792,0.0915288271960172,0.0837630926751231
413,0.087979747830023,0.0936854859607192,0.094520585154577,0.102576856188918,0.0740335257880241,0.0812626460178198,0.0911886561460657,0.0830021780834386
414,0.0879748969513519,0.0938562343707504,0.0950008356258466,0.102772990596829,0.0737047806143542,0.0810542574376105,0.0910167281328381,0.0831277341576982
415,0.0883062945300915,0.0946806193820187,0.0959431377223575,0.103370853062543,0.0738084568920773,0.0815100792348685,0.0915798082652013,0.0836670549392269
416,0.0888173721872552,0.0952504365949266,0.0962377676425223,0.10386568634368,0.0746458152823799,0.0823524544826142,0.0927554172817133,0.0839665197879854
417,0.0888891930547269,0.0952795048349996,0.0966580560845693,0.103591509224985,0.0749101838186807,0.0824392564785625,0.0927930883773407,0.0842579000658327
418,0.0890149370595621,0.09513608936217,0.0970122289386553,0.103213565844938,0.0749535621633015,0.0821578242459744,0.0925109572028613,0.0845757086418677
419,0.0892352932219023,0.0950230645961264,0.0971506819339176,0.103034576035754,0.074945121373208,0.0820002157606336,0.0924213578450457,0.0848852261004152
420,0.0889216731329863,0.0949327077419049,0.0968829336117417,0.102886778293575,0.0747719313990335,0.0827053918523539,0.0926622237732165,0.0850182709000053
421,0.0891993997291339,0.0950563896852231,0.0972130391260793,0.103262735260731,0.0747908958366328,0.0831399451056439,0.0933071022495013,0.0855484049589605
422,0.089907095506576,0.0953236949510273,0.0978942931631513,0.103686711601669,0.075046448600846,0.083279902064213,0.0938869452555132,0.0860944663627962
423,0.090364947165713,0.0955292117011444,0.0981691081125817,0.103353248060547,0.0754250414681805,0.0835307281325317,0.0937640468550928,0.0859446740324812
424,0.0907388471969523,0.0953137141564825,0.098235329618872,0.103296041970409,0.0755973246542974,0.0836095147581663,0.093831373133585,0.0860018855433362
425,0.0908536070619486,0.095056353743994,0.0984642451504355,0.103398118283351,0.0757183940333013,0.0835864359741904,0.0941563025616517,0.0863872878070825
426,0.0907099307158888,0.0951074890100132,0.0990015417679795,0.103335097038298,0.0759070627009872,0.0835728930168837,0.0945698394398528,0.0869647351271665
427,0.09115167565439,0.0952172997042109,0.0989438153650591,0.102642162305986,0.0757636211841863,0.0835796508168051,0.0945327120259153,0.0871790545349311
428,0.0915822956899972,0.0953351831696202,0.0991644491826836,0.102525309464708,0.0755429253667418,0.0838033380777718,0.094829357487222,0.087425600725295
429,0.0917722585562931,0.0954518574482489,0.0998676517172101,0.103160318081212,0.0755131882416514,0.0842207632519286,0.0955098068616607,0.0878626887666546
430,0.0921013243690246,0.0955922018895321,0.100097508109985,0.103013208524498,0.0760594432544452,0.0844234913722418,0.0952935369997105,0.0882446877086461
431,0.0926204204599124,0.0958434926193669,0.100524347763615,0.102926799900446,0.0763460993555049,0.0848103896031106,0.095441638378376,0.0885964559117113
432,0.0932451972618122,0.0962645116625271,0.101153789188623,0.103258097381844,0.0764265838622678,0.0853642191559338,0.0961989613055931,0.0890090251853666
433,0.093788319433321,0.096883126884272,0.101663622364716,0.104147585727979,0.0768194598980809,0.0858471158325224,0.0972829411822555,0.0896133290333494
434,0.0941891082976944,0.0972981228393603,0.102089185091364,0.104548980551031,0.076973302027656,0.0861391622401417,0.0979151799425198,0.0900685820463429
435,0.0944649802584427,0.0974807136185372,0.102508672922443,0.104633153977362,0.0771308438381708,0.0863569145179188,0.0981665269160892,0.0904281057892223
436,0.0946871327059856,0.0975447066375762,0.102944903579206,0.104825488833458,0.0775941124110829,0.0866454960327646,0.0983647787368829,0.090801772439991
437,0.0950291153329803,0.0977445008827097,0.102931700418839,0.105211857089206,0.0780361410295593,0.0869113160827961,0.0989414784547315,0.0910280285732402
438,0.0955779963666773,0.0983770673502966,0.103429782698893,0.105888279087923,0.0785152179796811,0.0874695335379971,0.0996226681262721,0.0915462516083895
439,0.0962225051863553,0.0992379962654731,0.104593887765693,0.106633702695242,0.0789890313501907,0.0882445383730379,0.100134311234059,0.0923884490608101
440,0.0964079145743732,0.0989371531264009,0.104668681384876,0.106438527148022,0.0790943586809617,0.0882060585941054,0.100222422676671,0.0926485466817376
441,0.0967085879605065,0.0991241658255986,0.104898372516819,0.106628636775285,0.0793179578226189,0.0884398348035268,0.10047656575576,0.0928921921081473
442,0.0972342501081743,0.0998828158536725,0.105557882138407,0.107307356824505,0.079727411619618,0.0890850452344266,0.101043611496044,0.0933216981882423
443,0.0977525980273331,0.100092622318169,0.106241758646075,0.107638320206843,0.0800713410187527,0.0895686956476153,0.101740196669836,0.0939045520203187
444,0.0984455848289963,0.100475527227622,0.106622932306794,0.107962986012585,0.0805472955640176,0.0901911290092692,0.102441131128439,0.0944558363395884
445,0.0991103573796185,0.100932879240624,0.106941535496775,0.108401230791142,0.0809725020363391,0.0907307693023543,0.102988298990838,0.0948811868745551
446,0.0994938944633282,0.10120985043452,0.107566170621233,0.108981696539856,0.0811367127598149,0.090920065611195,0.103296501781542,0.095176023342784
447,0.0999554499476212,0.101787074692371,0.108211835339993,0.109401130940726,0.0815837111106291,0.0913621385416867,0.103865354459778,0.0957594707313607
448,0.10037523209524,0.102262039419965,0.108672962577189,0.109694085822139,0.0820233155343646,0.0918977415133473,0.104447833041197,0.096450010361374
449,0.100682718491067,0.102360062802444,0.108922140626359,0.109939826576059,0.0822547230626406,0.0923227563136455,0.104830756193189,0.0970461559725046
450,0.101091140740033,0.102373988921595,0.109389713012038,0.110190833824869,0.0826145763561411,0.0924995851152222,0.105081197278547,0.0974544731908239
451,0.101690705895102,0.102771642007083,0.109941440011179,0.11056613389375,0.082976375292655,0.0930530510159376,0.105693008483288,0.0980591755741995
452,0.102353144404732,0.103429701144212,0.110524721116369,0.111024010210315,0.0832950319107978,0.0939289721897235,0.106622570538804,0.098822240937694
453,0.102647586800448,0.103459186341497,0.111206131011735,0.111324658197209,0.0836187417557375,0.0942283151533763,0.107167031020048,0.0991726638326228
454,0.103029994914145,0.103638539558524,0.111605146810553,0.111536623728614,0.0839737430105813,0.094482132487739,0.107634157887002,0.0995410511836686
455,0.103547338832839,0.103978654377714,0.111905002165047,0.111753931320485,0.0842462084339015,0.0948345902044056,0.108117669689451,0.100012527036391
456,0.104062859789945,0.104200098895704,0.112503232941744,0.112069308747001,0.0842831959344188,0.0952836040874146,0.108635141621377,0.100529038372988
457,0.104270150229813,0.104502934931705,0.112802239018495,0.112087346361236,0.0843939620454056,0.095605363843242,0.108888414327409,0.100845535674489
458,0.104482926845662,0.104813939224588,0.113046108144778,0.112148554891636,0.0846685251774876,0.0959165906099809,0.109215641371257,0.101215834768159
459,0.104994054068399,0.105046535486399,0.113531999992863,0.11256327954838,0.0850729224807871,0.096327427200205,0.109888081187609,0.10183341294532
460,0.105501209512267,0.105215578270396,0.114122438750962,0.112938490625483,0.0852208425717463,0.0966175616355189,0.110393327640946,0.10220690010062
461,0.106071282917095,0.105672487496678,0.114765735557156,0.113383469617001,0.0856467075203039,0.0970144674671587,0.110995996175135,0.10278193966181
462,0.106634370483653,0.106342660139355,0.115365288167148,0.113827560561813,0.0863570886321057,0.0975575316891222,0.111699293179993,0.103575413421245
463,0.106782604199547,0.106297864470582,0.115706306312921,0.113773122601528,0.0862714550985612,0.0979322853735416,0.111928529709507,0.103697972899623
464,0.107086697669425,0.106360606212102,0.116017150318799,0.113790103644917,0.0863519123228802,0.0981736665589893,0.112265013239144,0.104003592526181
465,0.107562431845298,0.106585682340399,0.116330453964323,0.113967631133014,0.0866322014025661,0.0983418781970775,0.112708951318374,0.104540280105114
466,0.107873189981571,0.106567247365022,0.116564960059909,0.114102833599502,0.0865826153977347,0.0985417699003758,0.11290228141442,0.104861078053309
467,0.108290723532649,0.106915263998239,0.11701495348644,0.114411871423335,0.086847172692127,0.0990498074207955,0.113459919196749,0.10523981320874
468,0.108683899439601,0.107271316361166,0.11751663064043,0.114669566218253,0.0872312695206598,0.0995437805552463,0.114117928528635,0.105697779540482
469,0.108874049629749,0.107167866376903,0.117825244234587,0.114633010311212,0.0873749723897526,0.099645802468809,0.114453753048822,0.106167758435944
470,0.109090135697585,0.107313864781726,0.118088452736102,0.114778740402537,0.0874445165424355,0.0998591710967812,0.114740253965323,0.106398548813899
471,0.109430181095566,0.107572550439402,0.118422653538886,0.115048606072028,0.0876157273616901,0.100173354135981,0.115060977337793,0.106738645719645
472,0.109900389334242,0.107799872972333,0.118882565534459,0.11531363591942,0.0879283133606231,0.100524910189305,0.115451000197596,0.107353656677572
473,0.110324934045664,0.108060142726976,0.119394586517572,0.11537513037244,0.0880381391598117,0.100848932763116,0.115870366392437,0.107772133591032
474,0.110746998975045,0.108395012062003,0.119918260856394,0.115596384021465,0.0883487599995584,0.101302170695606,0.116366230361044,0.108291928678084
475,0.111120935187479,0.108740588574464,0.120341867190333,0.115988767830231,0.0888092394937984,0.101771089955115,0.116869209149594,0.108850635078461
476,0.111278826648311,0.10888959429934,0.120422649156375,0.116173367947579,0.0888328728136888,0.101785959995482,0.117146451180497,0.108941015891685
477,0.111569749169061,0.109179457153215,0.120838032798334,0.116274314262457,0.0890160546669096,0.10208941117828,0.117680126654857,0.109390301427493
478,0.112012323418176,0.109506899542874,0.121445969511095,0.116407785734293,0.0892836534576792,0.102641984780267,0.118271065144561,0.109984083306063
479,0.112478894125313,0.10961629451114,0.121780150861214,0.116685314921228,0.0893306394087168,0.10307909489032,0.118479702373011,0.110135214363288
480,0.112876974626607,0.109882891459342,0.122101994349724,0.116868760830819,0.0896016654370214,0.103303142313024,0.11883286421533,0.11057305254219
481,0.113205186018611,0.110169021502836,0.12247816079082,0.117034734284511,0.0898882989558855,0.103477235063584,0.119307987641844,0.111022837407047
482,0.113498399202238,0.110298933117048,0.122900075105397,0.117253377030164,0.0899771261382653,0.103758560157584,0.119775561687536,0.111209043845627
483,0.113830607182968,0.110284533699677,0.123158174421662,0.1173034114856,0.0900899586138904,0.10401931905286,0.120070522783598,0.11158020753919
484,0.114225745097691,0.110471224590909,0.123518586689588,0.117397885398526,0.0904080059719999,0.104404937354046,0.120492413352615,0.112140326553468
485,0.114672348132534,0.110905293912862,0.124042636970249,0.11762524812208,0.0908748951904615,0.10491444365096,0.12108908176521,0.112772049987874
486,0.115123423388133,0.111080748456365,0.124386205610535,0.117854490515701,0.0910085479546188,0.105275692703535,0.121418778472227,0.113164328534071
487,0.115413175384174,0.11117441192054,0.124747077599181,0.117915243363853,0.090951164050521,0.105491510885386,0.121688257849079,0.113439417987469
488,0.115654202234835,0.111325413803805,0.125175507922036,0.117941460078351,0.0909324155732337,0.105686529434542,0.12204785981219,0.113740501085635
489,0.116169102146915,0.111685050178026,0.125639318434997,0.118300833517655,0.0912898800363431,0.106097708199553,0.122644119548429,0.114256277624333
490,0.116624187204735,0.112056220959586,0.126056695725065,0.118631885761593,0.0917107014289823,0.106484135954782,0.123168031375558,0.114783943560395
491,0.116985404191686,0.112405744319723,0.126449884883239,0.118920766600789,0.0920374964616239,0.106860335232475,0.123640851290708,0.115266382364951
492,0.117317259423916,0.112741011149619,0.126869404535581,0.119235943016286,0.0921968766961969,0.107291705724148,0.124161592298217,0.115698693404363
493,0.117757456611948,0.113018710421808,0.127302636230695,0.119507449095718,0.0924307149083488,0.107680624489314,0.124638505799528,0.116165549367126
494,0.118196132018841,0.113209256297285,0.127749766893463,0.119747636745447,0.0926980884932141,0.107985260411783,0.125047879379583,0.116571015004313
495,0.118579626638308,0.11337143400609,0.128224081385512,0.119991898759041,0.0929621582573822,0.108256641573402,0.125450365280547,0.116903951508345
496,0.119108421057246,0.113836358841964,0.128791917554041,0.120333146464563,0.0933049105116502,0.1088102111138,0.126169710667243,0.117472966935876
497,0.11964517913514,0.114275988975351,0.129299217273403,0.120604140527298,0.0936872043275802,0.109364159327939,0.126748048882009,0.117999062294943
498,0.120100724621033,0.114554905959387,0.12972109582699,0.120781059983408,0.0940277040563328,0.109797369210588,0.127130638396362,0.118440507411677
499,0.120415870994523,0.114760004736742,0.130198528223329,0.121021797314205,0.0941549942012856,0.110170099056193,0.127799811093265,0.11906468673886
500,0.120788574088612,0.114898456807208,0.130628723741321,0.12123757586288,0.0943416555040342,0.110517085240465,0.128307027253607,0.119704557325397
501,0.12126322373892,0.115080249495743,0.131066163473819,0.12151955104148,0.0946622220343808,0.110918612795486,0.128724184383335,0.12028283539329
502,0.121802183031915,0.11544814510458,0.131622611497491,0.122011745059057,0.0950831396520252,0.111458218908709,0.129341864010397,0.120748521508419
503,0.12220933716769,0.115639069295465,0.131977356985724,0.122074309171155,0.0951618984580224,0.111726816750018,0.129797133956558,0.120986755295716
504,0.122603835723413,0.115879650544334,0.132356139627002,0.122113321596074,0.0952877266681821,0.112087969187347,0.13030459441901,0.121385138903006
505,0.123110080254442,0.116391604326695,0.132976976657525,0.122580907199264,0.0958295379438301,0.112853887416369,0.131051568673995,0.122224357123737
506,0.123491364268882,0.116716823996702,0.133391836687157,0.122970675923751,0.0960926605665986,0.113208683125486,0.131444080329954,0.122712614581915
507,0.123858843399043,0.116942136333489,0.133791526191356,0.123271309733029,0.0962808815241427,0.113468968542761,0.131834723482475,0.123094708571259
508,0.124318378585075,0.117188216258593,0.134306709655428,0.123532267017242,0.0965796107249226,0.113869615210988,0.132427849715917,0.123582079456955
509,0.124959057167661,0.117593062344471,0.134872756475477,0.123859350179604,0.097043588508372,0.114320276264765,0.133003758350201,0.12418317893369
510,0.125493217043762,0.11792118880806,0.1353446225426,0.124187141748693,0.0973946593554451,0.114787636603682,0.133470366049179,0.124744584516143
511,0.12586874700676,0.118152769463568,0.135749872396363,0.124481650037599,0.0976270413059154,0.115236102411622,0.133892262713698,0.125245986106183
512,0.126233623067157,0.118460155303514,0.136286086753724,0.124728074099246,0.0979893553859655,0.115621123470132,0.134500777821739,0.125790141959178
513,0.126741619074763,0.118796164538602,0.136797706388195,0.124980354060585,0.0982748122198546,0.116057177292741,0.135111288392145,0.126286617828987
514,0.127318483683426,0.119127324803689,0.13730949208553,0.125229448815794,0.0985584079581435,0.116569337732396,0.13571466804029,0.126830003483183
515,0.127799735256301,0.119419057777436,0.137886378827599,0.125444379706837,0.0989825612815056,0.117126933629677,0.136343495509384,0.127544036809689
516,0.128169345242042,0.119644236622982,0.138277002873379,0.125615284453569,0.0992311980987937,0.117446929219425,0.136797298408779,0.128051086702729
517,0.128602240342591,0.119918990522708,0.138729520454056,0.12580876049349,0.0994461576603443,0.117745998887982,0.137263361489276,0.128489860671473
518,0.129206804198901,0.120326621291961,0.139423777489129,0.126098939489682,0.0997853520592479,0.118235984013615,0.137904414587302,0.129044926800572
519,0.129716302465828,0.120755570382528,0.139976228930282,0.126568558195506,0.10017846342829,0.118806022759999,0.138547345401406,0.129751954387393
520,0.130222337663177,0.121144134435195,0.140459396170473,0.127011889349041,0.10057463337148,0.119287690926975,0.139204521858618,0.130421138087364
521,0.130791004602952,0.121498791880827,0.140971666537494,0.127365989749839,0.100960210282378,0.119695205465559,0.139881144465945,0.130984535073751
522,0.131450395012647,0.121957615918427,0.141658336046277,0.1278330865927,0.101389480840286,0.120401399935295,0.140561103920776,0.131586023878478
523,0.131997537373497,0.122310312519005,0.14228334873111,0.128283894409295,0.101782755504809,0.120992570874899,0.141191994739858,0.132181553059036
524,0.132457825403268,0.1226058434459,0.142835612509861,0.128674525677539,0.102154067196211,0.121441208304149,0.141818661562552,0.132803722150529
525,0.133019998071404,0.123076987372028,0.143454849372598,0.129006163677185,0.102582572979608,0.121972410516474,0.142559319417308,0.133534849540415
526,0.133701015319956,0.123455199020181,0.144106163032042,0.129418923704768,0.103039553282726,0.12257686825756,0.143358354390682,0.134235940122945
527,0.13436205624071,0.123829790289465,0.144764154218194,0.129885200378516,0.103490634217967,0.123194679074423,0.144151841904161,0.13492859003466
528,0.134865421574483,0.124359530492309,0.145417319031879,0.130336259688593,0.103912892958299,0.123765728153483,0.144889407543419,0.135672985832658
529,0.135564707386458,0.124844028441427,0.146181071172651,0.130852680736989,0.104417595533154,0.124447511341371,0.145683932752613,0.136407915106794
530,0.136330810373865,0.125319909188486,0.14696852014749,0.131371538657691,0.104941187348181,0.125155022366509,0.146536898251283,0.1372022478649
531,0.137041652759696,0.125828323640303,0.1477073183537,0.131838746129776,0.105427428869309,0.125812958279895,0.147421644458387,0.138072437357925
532,0.137796030717145,0.126326231625623,0.148441632216109,0.13225841579558,0.105892682267906,0.126452048268314,0.148259386316047,0.138797702142068
533,0.138577863988521,0.126828997293894,0.149214935584153,0.132765402332501,0.106482362629777,0.127209000907714,0.149164252956765,0.139630175655545
534,0.139364587531121,0.127353545715098,0.150044690735378,0.133396439032961,0.107176888622406,0.128075616006483,0.15015700263005,0.140621346610952
535,0.140103617518212,0.127922907087417,0.150914534892745,0.13406747656189,0.107693651553082,0.128816471454669,0.151113582943872,0.14151685747304
536,0.140983619168687,0.128529732429788,0.151844693651913,0.134668216644145,0.108237500915975,0.12960092354696,0.152109852676118,0.142459931762191
537,0.141923860808483,0.129119354749644,0.152778590171322,0.135193521533715,0.108835236514315,0.130422269547355,0.153146518988443,0.143438311773748
538,0.142690111162455,0.129608541937474,0.153615733866537,0.135707934798223,0.109432121845272,0.131191111737475,0.154187352143575,0.144366300639371
539,0.143587143976187,0.130228105339534,0.154585308406831,0.136298201948702,0.110074190568255,0.132081013410414,0.15526322577282,0.145401900731975
540,0.144582835356797,0.130910678309224,0.155624213923884,0.136951793889173,0.110754649794629,0.133021156486083,0.156387747880796,0.146493730248157
541,0.145578065712412,0.131543406112907,0.156626449886675,0.137632510609846,0.111460663269638,0.133915320146411,0.157572104761936,0.147566852645055
542,0.146637143150272,0.13226333629864,0.157744667149149,0.13836380107407,0.112236409788922,0.134948912338363,0.158840861449256,0.148773110134923
543,0.14773873039968,0.13304808561586,0.158912166035351,0.139130604081427,0.113019669858347,0.135994454677321,0.160151441176743,0.150012330375847
