"wavelength","1","2","3","4"
350,0.0622247591759709,0.0406177272623696,0.0581973151333292,0.0480873039820074
351,0.0644861051052175,0.0435474752581806,0.061181745068019,0.052478420460692
352,0.0646180685032694,0.04455284788717,0.0625452453225754,0.0517206298095555
353,0.065076553140972,0.0453942034666895,0.063451618946603,0.049107875156979
354,0.065270338172144,0.0464219278099589,0.0659291963754703,0.0515575065753563
355,0.0653746817097715,0.0474090767497977,0.0664051601977935,0.05456552230185
356,0.0656415689160693,0.0479620543118668,0.0643637158661539,0.054977609080004
357,0.0664900966545752,0.0475242677551978,0.0656088082870784,0.0546952661974406
358,0.064545576269425,0.0470967263404959,0.0652485258788506,0.0545881065792955
359,0.0641532361643287,0.0482424980568113,0.0656161146855731,0.0558342102439145
360,0.0686123542614994,0.051237581094696,0.0689228632077208,0.0585277231929155
361,0.0696136763594198,0.0514494099160445,0.0696761423610186,0.0592935664932425
362,0.0683270742190477,0.0514441357692616,0.069268591969126,0.0586571580342293
363,0.0662690096361761,0.0510588262821335,0.0680975059419913,0.0573961840482747
364,0.065238635160362,0.0490879229487313,0.0664104295947287,0.056589814927793
365,0.0684947334949786,0.0519889189416993,0.0696130335264932,0.0590341513522957
366,0.0694438741722872,0.0528906383354174,0.0705558310796821,0.0597392546266161
367,0.0672907003989328,0.0507121071428377,0.0682285652208826,0.0582488571128727
368,0.070278316178664,0.0539354999700346,0.0715112648671095,0.0611352441204052
369,0.0690515513048532,0.0526600329908932,0.0709366977960546,0.0604526298762331
370,0.0675015436418153,0.0510691054673078,0.0693450387647015,0.0594270235344945
371,0.069561468271251,0.0533875798862747,0.0704311603557449,0.0614083207778819
372,0.0696431979537669,0.0538611561593443,0.0717809379635922,0.0620888478938002
373,0.0687400775775715,0.0537517581532847,0.0703149127069093,0.0615768917544223
374,0.0691447705510346,0.0541789026939322,0.0687114280553378,0.0615443484827517
375,0.072505039350791,0.0557309014939286,0.0712135617274511,0.0636719230282758
376,0.0720281776831917,0.056012667941222,0.0724027954232003,0.0641986082344742
377,0.0711452983933837,0.0551060760176385,0.0719335211515463,0.0645636780233196
378,0.0713135098916535,0.0541092480091152,0.0709042992104144,0.0650742255870131
379,0.0709649003926869,0.0548346427519846,0.0713458904550783,0.0644474667093355
380,0.0716005981275765,0.0554722046439094,0.0714866810055477,0.0651859741524302
381,0.0730496442579296,0.0562214580667643,0.0717640712788579,0.0666383153867165
382,0.0742205526312178,0.0571418650390878,0.0724617741748288,0.0676070705611003
383,0.0722787465668153,0.0568799599249929,0.0723882085971135,0.0668384380589306
