"wavelength","1","2","3","4","5","6"
350,0.0218923091853177,0.0210172320024735,0.0395603367352257,0.0318818508975625,0.0279607437719083,0.0189511945965935
351,0.0246691055292753,0.0235661094316232,0.0429466998393635,0.0345058890627041,0.0313688250425249,0.0222059189398785
352,0.0269337626447605,0.0244028803157742,0.0467536090152694,0.035681465508192,0.0306554285306199,0.0245059350216426
353,0.025159931122355,0.0228630250564101,0.0439117834679785,0.0334195185582034,0.0301265154878578,0.0248286321754828
354,0.024390864539377,0.0229677710320514,0.0434194790284145,0.0347277146655411,0.03188786864123,0.0263465319283412
355,0.0250910907712405,0.0233796511021844,0.0445022113075513,0.036160677476764,0.0331550798137302,0.0280585887710984
356,0.0261752337039012,0.0232346732841399,0.0452383618018887,0.0355744781669633,0.0325775112165148,0.0290509640172659
357,0.0252102075541419,0.0239146974580237,0.0442537712433487,0.0355547259245407,0.0323575727227808,0.0296738842507929
358,0.0244527811346887,0.0234469256810348,0.043839607359812,0.0349373206211192,0.0321412062824539,0.0281089615329021
359,0.0255544079292621,0.0240602061160851,0.0450634926410129,0.0356677817226493,0.0330632409282643,0.0280279089078264
360,0.0286387876149124,0.0271925394546514,0.0476481366691837,0.0389176222544685,0.0354245576065391,0.0320288947928596
361,0.0297476289672843,0.0273828363587575,0.0484963055686617,0.040616418787324,0.0355550870513039,0.0336851589492695
362,0.027913889378265,0.0254813079276355,0.0472687511349811,0.039480047884564,0.0342801507090734,0.0331175878417521
363,0.0251226970967903,0.0236815574079177,0.0452848184735599,0.0367552043820792,0.0328123815713084,0.0313390229201308
364,0.0248964045913691,0.0244688524245139,0.0448764818710318,0.0353852418139403,0.0326466099045189,0.0301396465179378
365,0.0274662532257835,0.0260827779435851,0.0481943479080824,0.0384541377175694,0.0365460946501249,0.0334260166603313
366,0.0275118017015158,0.0263033065032834,0.0483619023558148,0.0394294899400889,0.0375303068102915,0.0343318485777605
367,0.0253380191084953,0.0255586084472504,0.0451616841480477,0.0373364304637449,0.0348262850197522,0.0321018826964602
368,0.0294341380563524,0.0277605731180434,0.0484021653063576,0.0399084487488703,0.0371547790543026,0.0355101598594755
369,0.0276760698410892,0.0264186628039028,0.0476401040156713,0.0392374062017447,0.0364603245117913,0.034025627516994
370,0.0255558408347005,0.0254016899583005,0.0465527987317287,0.038670711250527,0.035225295283333,0.0322000995294996
371,0.0284776958688832,0.0278587329336817,0.0488054477901362,0.04122072206714,0.0362819811005076,0.0347952846167259
372,0.0286155435911936,0.0271655059018096,0.0475335027411731,0.0407310480160087,0.0357485108543365,0.0364863906866328
373,0.0275478630047007,0.0262845337152631,0.0472184747931555,0.0403340359982318,0.0356044674534176,0.0360894869949998
374,0.0276103575944059,0.0266301898773683,0.0485854595551097,0.0409163079919255,0.0365264494390191,0.0358549945129791
375,0.0304313638482269,0.0283057480843545,0.0501866363468717,0.0420328139421348,0.0382197053513166,0.0385918786610912
376,0.0305268382710026,0.0284124085605566,0.0497950365806462,0.0425842679241832,0.0389289724551757,0.0384317516770435
377,0.0293758772150773,0.02830442054521,0.0495555743269715,0.0420340754581623,0.0388766528114806,0.038502588699865
378,0.0285916332019111,0.0283220736599301,0.0499353551587072,0.0412438263737771,0.0385779586516004,0.0395860043657469
379,0.0291684355650029,0.0273963478826764,0.0492587104341567,0.0423535624654165,0.0386338158962382,0.0392739301648959
380,0.0294997328981772,0.0278517358425733,0.0491953944998679,0.0427085046812808,0.0391290230822745,0.0398136058582584
381,0.0302581671148662,0.0290380910951305,0.0496702505074018,0.0430696567270589,0.0403797220708757,0.0405766628630623
382,0.0314533452008033,0.0297651073651891,0.0502354688093247,0.0439460816059953,0.0418168859367182,0.0409090468118639
383,0.0301927094645212,0.0288264986430942,0.0503760454135288,0.0434734702585023,0.0404869005226553,0.0413717687558998
384,0.0308739508220165,0.0295224549894686,0.0510181456227176,0.044239898464887,0.0410982769465482,0.0422121439022863
385,0.0329320518420234,0.0310675527835909,0.0525283319492439,0.0457605614131477,0.0430652034981962,0.0435709269868546
386,0.0340132297708096,0.0314139035385509,0.0544702451902468,0.0464675306620745,0.0439601519853582,0.0451745003098747
387,0.033862260471911,0.0313019286260689,0.0536641165838849,0.046095546511699,0.0439197085126332,0.0450612781699881
388,0.0338961907898882,0.0316394657073293,0.0532489805965402,0.0460915602270525,0.0441098924935141,0.0452580659982704
389,0.034382090574369,0.0323866574258963,0.0541410159549974,0.0468798396384173,0.0448591993654212,0.0462733160232152
390,0.034514173007578,0.0327206468046639,0.0548914277236319,0.0478467144380313,0.0456977561924098,0.0470843672130728
391,0.0356367345675404,0.0339963015634509,0.0555664260356765,0.0488909859042634,0.0474772981752111,0.0485247146494262
392,0.0367096811409466,0.0350726823546976,0.0562221289041087,0.0497661598109622,0.0485875242192281,0.0497952673831986
393,0.0369691496428382,0.035187165397738,0.0567879797081065,0.0502932116363353,0.0484448533802837,0.0503128943109866
394,0.0368001696824605,0.0350110811967291,0.0567620546326211,0.050314106003463,0.0492825251913689,0.0501896844413246
395,0.0380766393479859,0.0357208400057602,0.0573869753802894,0.0507712233708244,0.0502980744955034,0.0512145566494212
396,0.0396791801503169,0.0369192709149475,0.0585818075918339,0.0518032871461416,0.0515143267462637,0.0530090554221549
397,0.0399488673004027,0.0376833940931108,0.0597131043736264,0.0529839139405961,0.0528571707057558,0.0544210622103765
398,0.0399977391379296,0.0375380138856184,0.0599747045295848,0.0526983604315101,0.0525752075367037,0.0545998245372715
399,0.0403965286094178,0.0378083561596181,0.0602990885208499,0.0531792093394141,0.0527300888485737,0.0549232374296174
400,0.0413518826866834,0.038872769746658,0.0612237583957847,0.0547522558151124,0.054066205669694,0.056017972100895
401,0.0426962393507621,0.0401688687413955,0.0627608821819335,0.056016523713994,0.0559547804924831,0.057665486615878
402,0.0428090754465096,0.0400338199387924,0.0632274904184042,0.0561276028688356,0.0563362299378275,0.0580489994586105
403,0.0430867170812295,0.0403359602172428,0.0638851670693753,0.056638913395864,0.0567364687816995,0.0585679759506027
404,0.0443465492805026,0.0418600861903001,0.0652899439813868,0.0581626153857675,0.0580516401953479,0.0600741985758944
405,0.0454879766485769,0.042214744910745,0.0657166201794021,0.0587853840277648,0.0588741216221961,0.0614815686893224
406,0.0458863395240997,0.0427332532823297,0.0661949317575125,0.0593102068188051,0.0594956191733412,0.0623958324648287
407,0.0460527280620379,0.0434506967439598,0.066755070317734,0.0599106337958004,0.0600670340656235,0.0630801573885189
408,0.0466649378304761,0.0440338247969928,0.067165863845092,0.0605117926021427,0.0606784934286683,0.0639105285345062
409,0.0471343728664666,0.0443367609399063,0.0674403611508334,0.0606776866887291,0.0611801003714992,0.06450477786728
410,0.0474537187996273,0.0447725544546069,0.0678767610004649,0.0611935270339815,0.0617565492230323,0.0650485742837197
411,0.047984033242078,0.0454899568114743,0.0686608581989316,0.0621208419809992,0.062586693002865,0.0658371181360329
412,0.049217522141904,0.0463434395029404,0.069790772809362,0.062879970506107,0.063755730205749,0.0671200912515244
413,0.0490775169924591,0.04628546884659,0.0698504030404569,0.062978500023167,0.064080160804764,0.0673216435585458
414,0.0488210479001321,0.0462810347612356,0.0698525487694995,0.0631744288899737,0.0642619861423391,0.0674981066540607
415,0.0494264183050068,0.0469266348282008,0.0705275212323582,0.0638765622091681,0.064874497923185,0.068332712661647
416,0.0503551466267004,0.0474856502041386,0.0713258783241329,0.06443106335196,0.0656950179704686,0.0689497829088801
417,0.0507701881900737,0.0478945692322001,0.0718454225235955,0.0648368256997261,0.066053613336885,0.0694094054698491
418,0.0508470568786877,0.0482446635708698,0.0721183207636786,0.065271233275867,0.0662469209661543,0.0699199383451998
419,0.0510621185601318,0.048668581231912,0.0723779933033986,0.0658790188555383,0.0667717234435766,0.0706167723366589
420,0.0513275115738638,0.0491316385667954,0.0729237618721184,0.0662623605793928,0.0672865603446828,0.0709090453038665
421,0.0514108261667472,0.0493279081442706,0.0732149133464124,0.0664501610568547,0.0674685832518458,0.0711844753638432
422,0.0514596337354272,0.0494135525298738,0.0733224191133472,0.0665929299874025,0.0675000225894815,0.0715931257758115
423,0.0519242729808989,0.04991842772497,0.073852724753236,0.0669175711036136,0.0679691621961876,0.0720240659511577
424,0.052277579181031,0.0502258401674195,0.0741661334527514,0.0675192463602805,0.0685297132660852,0.0725071565970493
425,0.0526411278194979,0.0505682215569777,0.0744570246190193,0.0680256776379515,0.0690344700566244,0.0730951183500471
426,0.0530354883277768,0.0510435624009269,0.074838846998834,0.0682035518918491,0.0693926497161887,0.073653687101789
427,0.0529180009306306,0.0510622628937099,0.0748511317210442,0.0682314154665454,0.0695033633576407,0.0735150221409791
428,0.0532318975600147,0.0513571026896569,0.0752766356329072,0.0687279118987772,0.0698983290826473,0.0739983687971567
429,0.0537391977671298,0.0518703163372947,0.0758713656267766,0.069409096760953,0.0704155399195937,0.074772270737157
430,0.0538581952488905,0.0522432081436883,0.0761023463756316,0.0697082413257129,0.0706822031457018,0.0750234928501401
431,0.053956917875178,0.0523396846599802,0.076321137347743,0.0697592882349418,0.0708530992718874,0.0752927474616536
432,0.0542082428123884,0.0525581887776876,0.0766449823142812,0.0700067574728997,0.0712641463944153,0.0756606706652392
433,0.0546212451503337,0.0530170694295435,0.0770678440758057,0.07053074097209,0.0718646216186468,0.0761350741661809
434,0.055040830204555,0.0534977927932664,0.0774706439658362,0.0710088927726368,0.0722068328308365,0.0766685146551521
435,0.0549631572170747,0.0535695942846844,0.0776821628472936,0.0710849263514937,0.0723698464481512,0.0768501110410371
436,0.0550032860443276,0.0537378780677862,0.0779544344432824,0.0713062921449905,0.0726850386959623,0.0771488436452403
437,0.0555288575406208,0.0542819560839269,0.078427935293354,0.0719786326754952,0.073227568083119,0.0778055144290376
438,0.0556342200196333,0.0543416724586833,0.0787146866765375,0.0722747693342173,0.0732229493390465,0.0779516312713823
439,0.0557188237565578,0.0544582264955562,0.0789671664170946,0.0724668431133258,0.0734113901742251,0.0781915627345162
440,0.0559584949723416,0.0547835560728456,0.0793198187169715,0.0727983634848366,0.0738721377242762,0.0786823810432994
441,0.056364078022335,0.0552454959042719,0.0798367450503763,0.0734202677855632,0.0743422771701129,0.0793193670119674
442,0.0565420956242431,0.0555979796792315,0.0801348104016627,0.0738844921984761,0.0745810325874583,0.0798057136607289
443,0.0566447247029356,0.0558532045455914,0.080387170323822,0.074190641954809,0.0748235494397898,0.0801326145759677
444,0.0568831527611154,0.0561530928778483,0.0807834122762374,0.0745463838062637,0.0752462663999829,0.0804559372304339
445,0.0574698738041233,0.0567604451918703,0.0814622211228297,0.075353062997493,0.0758906156320033,0.0810876515867151
446,0.0576727016951567,0.0569751116672282,0.0819340010166202,0.0757153775250923,0.0761519490157606,0.0815686829290812
447,0.0577776773438132,0.0571158196758655,0.0823054871206223,0.0759705657954678,0.0764104964601635,0.0820242396196017
448,0.0581138492785649,0.0575279817330665,0.0827426839334615,0.076515964460024,0.0770057831684873,0.0826057547680248
