"wavelength","1","2","3","4","5"
397,0.0438163452585283,0.0462822716737023,0.0334157659605615,0.0342189397217927,0.0540906480750594
398,0.0435227520245915,0.0459885623115063,0.0331084733185611,0.0336853151647369,0.053913384126117
399,0.0429106353915978,0.045730027829142,0.0327896793537688,0.034304580175967,0.0545248050460457
400,0.0450994500870563,0.0473809915691999,0.0370853591053782,0.035677496573422,0.0570810779688279
401,0.0447601211650758,0.047264660340805,0.035926310118201,0.0348168745851954,0.0561876204744057
402,0.0439069314109437,0.0464492098665805,0.0330032158140231,0.0335355689353802,0.0542347680695918
403,0.0461564422159578,0.0472301191433972,0.0354319977742934,0.0347960555804438,0.0555090339637476
404,0.0451104940321258,0.0471464603718597,0.034933389980643,0.0352730852173753,0.0546233562032961
405,0.0437939483431853,0.046873310751062,0.0342267971389596,0.0348345076282325,0.054148864437438
406,0.0446206683666425,0.0469936160164424,0.0355064590268866,0.0340683940334828,0.0556377287416861
407,0.045165039029135,0.0467089302377476,0.0357921503527003,0.0343382833346901,0.0550578658827579
408,0.0449951139909943,0.0463566852792204,0.0351139092678746,0.0348145594350558,0.0542076838499469
409,0.0445367565661211,0.0461663298359141,0.0340092973523431,0.0349122420351732,0.0539694383351315
410,0.0452089710763319,0.0463194036037908,0.0335244904305912,0.0341221701527026,0.0543784855900705
411,0.0458410660673571,0.0460843228261425,0.0342168719276829,0.0346967898207426,0.0544032367457419
412,0.0457295061800973,0.0454541880056779,0.0350425725318404,0.0355901764276856,0.0539675393201254
413,0.0445369238923723,0.0447407755366384,0.0345259374981706,0.0347951688143786,0.0534195089109266
414,0.044218972744359,0.0444257901752575,0.0339138436181462,0.0337604202906427,0.0534484232173455
415,0.0448379439061046,0.044869710416839,0.0338498359361209,0.0338703441031374,0.0539577913370438
416,0.0458326264183869,0.0459892517682308,0.034466642130335,0.0353645267268014,0.0545559076884387
417,0.0456789991686883,0.0466297291276266,0.0347385520406863,0.0351877068656943,0.0543798305862579
418,0.0455030092172141,0.0466443883096738,0.0350040065607988,0.0348120141748152,0.0537334813429766
419,0.0456876202528919,0.046299515597555,0.0351561597248167,0.0347811779011561,0.0531663951660399
420,0.0457019050430945,0.0463449377795436,0.03434907590089,0.0343792019911857,0.0536545090953984
421,0.0456091219938993,0.0468689548927946,0.0341811321059622,0.0346507081682195,0.0541063580302281
422,0.0453813167182932,0.0472919301314873,0.0346905556618756,0.0352962878746782,0.054287897037699
423,0.0450147509727292,0.0468143143180084,0.0352311859101404,0.0354832873499707,0.0542989994317317
424,0.0450827215901406,0.0468026558599084,0.0351276661440609,0.035384146020991,0.0541943696217964
425,0.0456458852233037,0.0467405822667889,0.0348630165397268,0.0351197889872803,0.0539025843480271
426,0.0463500937448128,0.0461235338000059,0.034913882808208,0.0348430951505663,0.053429562128849
427,0.0455216367069459,0.0456319439253347,0.0348627614686143,0.0347923814483752,0.0531020872655079
428,0.0451348971265428,0.045858553521568,0.0347814004454598,0.0348728304212741,0.053110955011262
429,0.0458064125401319,0.0466383299561569,0.0348550288128591,0.035046151438477,0.0533706032641462
430,0.0459350341035591,0.0465633667862442,0.0355872864698431,0.0354497739565463,0.0533351442437476
431,0.0459657791582078,0.0466526987718828,0.0356751516000139,0.03552645418325,0.0534737979298084
432,0.0461134240374133,0.0469814380930157,0.0353653177923947,0.035307676322522,0.0538337034706214
433,0.0465353504963458,0.0471686289388391,0.0357295806995889,0.0351606196755658,0.0542426903472257
434,0.0467850790343311,0.0471075738920827,0.0356328123623234,0.035283811892183,0.0543499647363575
435,0.0467168783659514,0.047111334642051,0.0353503770614736,0.0355620394411617,0.0542246343459159
436,0.0464046631415524,0.0474607757198639,0.0353711985294764,0.0357667138762899,0.0540915574993998
437,0.0465727652735709,0.0477442808661854,0.0356032618922517,0.035503464857284,0.0543841233889975
438,0.047152600701508,0.047895851915197,0.035894231162021,0.0354622974081558,0.0547550396417285
439,0.0477469888415642,0.0478999448010927,0.0360809702395003,0.0358879031944156,0.0549152890238066
440,0.0472246831981063,0.047702367535459,0.0359254258759623,0.0359819880621368,0.0546940379797169
441,0.0471679780039953,0.0478828913859441,0.0358211398106609,0.0360973573096716,0.0548391411740883
442,0.0476809784546319,0.0483771637407931,0.0358633433640548,0.0362044801931357,0.0553213630771101
443,0.0477290811097325,0.048595077976349,0.0359208440715266,0.03598749144663,0.0554889718887884
444,0.0476810097083071,0.0487706964828627,0.0364167689037551,0.0360567273071019,0.0556673603554885
445,0.0477274419842556,0.0489705384638412,0.0368051671611166,0.0362563079727799,0.0557441991745048
446,0.0479958144503135,0.0491979698976654,0.036431508277886,0.0362397707684215,0.0555850881087868
447,0.0482971960822002,0.0492305310665957,0.0363564418205034,0.0362062967606877,0.0558784227441114
448,0.0486356818811468,0.0492105468694466,0.0366103447583071,0.0362290971715583,0.0560673190172174
449,0.0488957153984905,0.0492395562025156,0.0369645956926472,0.0363174168120435,0.055839736397745
450,0.0483928110112571,0.0491299164430821,0.0367751202869587,0.0363534107681778,0.0559467380152916
451,0.0484678350965962,0.0492756393533737,0.0367915320531254,0.0362633483179556,0.0565183022477772
452,0.0492096976683188,0.0496898162678183,0.0371285478903161,0.0362187873413888,0.057141255509429
453,0.0491764348831168,0.0499416062749355,0.0371450808435752,0.0367647023216872,0.0566142348764473
454,0.0492581964066587,0.0499733586891732,0.0370867140682032,0.0370155258616342,0.0563306126154992
455,0.0495139824148975,0.0499533998442971,0.0370985780180133,0.0369259361187343,0.0565317542481794
456,0.0496885574588654,0.0501516179658903,0.0372819750541636,0.0368179010049718,0.0569314718637009
457,0.0496282455261419,0.0501910949609809,0.037214046134581,0.0367734973377664,0.0566475867449587
458,0.0496579109886767,0.0503818812515166,0.0371536033262704,0.0368290139005994,0.0564080642590647
459,0.0499961438501833,0.0508757233744214,0.037348808857925,0.0369730373380752,0.0568561031032497
460,0.049998423287635,0.0505792562532797,0.0374508211675692,0.0370844045779558,0.0569249291543278
461,0.0501457625088799,0.0505156053677756,0.0375995209551529,0.0372685762115371,0.0570978713057098
462,0.0505507029056303,0.0509965449543561,0.0377948981336916,0.0375335487899183,0.0574867046175443
463,0.0505990394165061,0.0508919578072334,0.0377108893076276,0.0377299840829009,0.0573919828940205
464,0.0504170348068637,0.050999393211929,0.0377494128669725,0.037613820268232,0.0573466549315396
465,0.0502848517527573,0.0512737836108291,0.0378783017116723,0.0373709693992203,0.0574005627162218
466,0.0506360068126058,0.0511604014602842,0.0377888857658495,0.0375007420546881,0.0573201990303272
467,0.0508375539784272,0.0513896155158912,0.0379113736815587,0.0375648873505258,0.0575283910289863
468,0.0508411845467516,0.0516198152918541,0.0380810197197522,0.0375842056417182,0.0576651841587218
469,0.0507741029201524,0.0513799283550705,0.0380238431028244,0.037665068316327,0.0573140024356217
470,0.0507423280967016,0.0514116945955662,0.0378790279547633,0.0376345848105843,0.0571916503715344
471,0.050892525981471,0.051580023813984,0.0378782837581081,0.0376511648767158,0.0573324078186246
472,0.0512425855582391,0.0517279837045361,0.0380838517834619,0.0377825716285739,0.0576095556320079
473,0.0515247689189899,0.051875550029146,0.038075006923048,0.0377509622348517,0.0576746781101223
474,0.0516084973503112,0.0521261366538495,0.0383036442613813,0.0379007130531177,0.0577517554809351
475,0.0515238923299688,0.0523414420412269,0.0386248642682175,0.0381450830092051,0.0578378914439037
476,0.0514690165547719,0.052038547412474,0.0381490939094574,0.0378677362731251,0.0576500336253387
477,0.0517306600260634,0.0522857850904543,0.0382144463268678,0.0379136512241702,0.0578126607363986
478,0.0520386197045861,0.052847579815657,0.0386122282510128,0.038203233920717,0.0581498709758601
479,0.0519151370137925,0.0529655357325463,0.0385414744694755,0.0382957836335868,0.0581823555906993
480,0.0518686711708081,0.0528652784466382,0.0384724984031788,0.0383737823970092,0.058333695472597
481,0.0520131181112842,0.0528064562598115,0.0384681538511788,0.0383085130504382,0.0583857501326858
482,0.052297423918005,0.0529421178080846,0.0385063511806296,0.038076036561821,0.0581754225820257
483,0.0522797710710917,0.0529001995137701,0.0384698181011086,0.038272261030041,0.0581852164607594
484,0.0524307887228948,0.0529565954083289,0.0385699017363305,0.0385687094529392,0.0584197362813077
485,0.0528411961346955,0.0531997081551692,0.0388286408716868,0.0387262341401522,0.0587075422702266
486,0.0528431886941338,0.0533815417069733,0.0389122375815928,0.0387188482872466,0.0585341776141021
487,0.0527824254802346,0.0532608388882585,0.038893624257938,0.0384522002633736,0.0584775168511818
488,0.0527987547957269,0.0530502985193189,0.0388738163898392,0.0382184158049805,0.0585805895961938
489,0.0529333656165207,0.0533164515656965,0.039000828856817,0.0386116540281521,0.058539503107825
490,0.053212987502414,0.0535756762587093,0.0392152409129845,0.0387759108169295,0.0587306771760932
491,0.0533835526748324,0.0536648611549952,0.0393556870715072,0.0386891006033143,0.0589956684362817
492,0.0532097399997083,0.0535603668773753,0.0392644786414124,0.038576947375353,0.0590457097086629
493,0.0532488274990826,0.0535922934011794,0.0390542429666613,0.0385549122401341,0.0588195385885519
494,0.0533806455668468,0.0537180316955816,0.0389205070894246,0.0386295632479661,0.0587011609193366
495,0.0534872500322061,0.053882452099389,0.0389975310013054,0.0387796433663717,0.0589037738281867
496,0.0537228366354265,0.0541533857429512,0.0392947738450832,0.0389906160563691,0.0590582800283175
497,0.0538569962249293,0.0544204774279591,0.0394491991064588,0.03909656765906,0.0590868228473867
498,0.0538802406511558,0.0546126583997047,0.039403431052032,0.0390977716142611,0.0590651571525725
499,0.0540756543086904,0.0546933466982065,0.0394817573887059,0.0392174604233071,0.0592925898893278
500,0.0542532744431028,0.0547024217371406,0.0395913951330533,0.0392766681745171,0.0594907296040214
501,0.0543990290868634,0.0547701258763631,0.0397146606439494,0.0392804628824265,0.0596465086352811
502,0.0545591586236224,0.0550502592679782,0.0398395456585427,0.0393103603214211,0.0598469538805176
503,0.054440576754589,0.0549388787046553,0.0396358924411265,0.0392723532547463,0.0597430288785434
504,0.0544374195937374,0.0549574120005403,0.039532752092645,0.0393378313271686,0.0597038187249155
505,0.0548851808034569,0.0555625993488967,0.0399016146231397,0.0396153222781306,0.0600532560031205
506,0.0550757169692193,0.0556216549969602,0.0399660523010204,0.0396051250768496,0.0600630956950558
507,0.0551570166531838,0.0555281821608444,0.0399785634443595,0.0396346739574951,0.0601097115417906
508,0.0552711466942713,0.0556145765649605,0.0401271724393647,0.0398553665835506,0.0603723713175675
509,0.0554156401481471,0.0559017599285956,0.0403503555810234,0.0399316326081968,0.0604455028686539
510,0.0555976280546464,0.0561163634660802,0.04037543683949,0.0399266520207936,0.0605045279461832
511,0.0557688285149388,0.0561891385265084,0.0402620836124183,0.0399176243607932,0.0606209814609937
512,0.0558155679082303,0.0562193515699338,0.0403890777146984,0.040015711483783,0.0608000208306326
513,0.0559158662532934,0.0563716851790739,0.0405750769739763,0.0401809270159183,0.0608570293994296
514,0.0561523341945686,0.0566256097803853,0.0407981995281733,0.0403882021356502,0.0609450995025719
515,0.0565319356974626,0.0568737794921974,0.0410516409282859,0.0405968805453022,0.0612861695619198
516,0.0565865777243963,0.0569695201418381,0.0409553848622422,0.0405843948777709,0.0612400716900178
517,0.0565938040337333,0.0570668860370667,0.0408713397635192,0.0406112496076742,0.0611960721272436
518,0.0568290743154596,0.0572967928406827,0.0411183038302785,0.0408669659856881,0.0615249727533256
519,0.057091693090178,0.0575266520861828,0.0414191291480573,0.0409668928765679,0.0619066657898508
520,0.0572335211034477,0.0575981944104708,0.0415567843483065,0.0410138144565196,0.0621942568883611
521,0.0572703489606348,0.0575737521203302,0.0415221070602773,0.0410986798158225,0.0623432327794365
522,0.0575083779172967,0.0579572761649346,0.0416707139847666,0.0412885402905023,0.0624424417952909
523,0.0577688383145913,0.0581934460732851,0.0417331785895858,0.0414076646353909,0.062592498206453
524,0.0579721295521561,0.0582399269944964,0.0417479527088903,0.0414533923997294,0.0627851168216025
525,0.0580830824250553,0.0583885647054451,0.0419583814324869,0.0415415234481022,0.0629275209632463
526,0.0583202880072176,0.0586590040598643,0.0422016748147865,0.0417154246835463,0.063138078595715
527,0.0585936861760528,0.0589769324678846,0.0423853272094174,0.0419384364686739,0.0633653826707851
528,0.0587547828377926,0.059238367322124,0.0424608486462283,0.0421409203826118,0.0635351684281296
529,0.0590358127265225,0.0594707350147938,0.0425983017850979,0.0422525073367759,0.0638528510563462
530,0.0593373385494404,0.0596711272074595,0.0428022025250821,0.0423685979420713,0.064100299968095
531,0.0595571662258035,0.0598466473401077,0.0430197810499549,0.042550926900894,0.0641618800852745
532,0.0596849530174728,0.0600280340613568,0.0430699085566782,0.042674825669555,0.0643994836636793
533,0.059924146066024,0.060284183661994,0.0432017913903224,0.0428787074697416,0.0646567745678469
534,0.0602936841674444,0.0606018521845692,0.0434693990661256,0.0431651893151671,0.0648905694980299
535,0.0605306775550827,0.0608442656177678,0.0436385318975233,0.0433278546626095,0.0652506499479832
536,0.0608145653147002,0.0610530222145361,0.0438034068288543,0.0434625367369294,0.065540991420466
537,0.0611206328268585,0.061278634382409,0.043958163545666,0.0436067021769243,0.0656949575358297
538,0.0613244233394228,0.0615878489725427,0.044056676807116,0.043779382267561,0.0657189086783918
539,0.0615644012008824,0.0619118251214964,0.0442407882936637,0.0439430915500197,0.0660806497730875
540,0.0618491910393927,0.0622043440928708,0.0444693900341595,0.044120762887897,0.066534367594733
541,0.0621591493790253,0.0624497690109591,0.0446676677170331,0.0443359135136605,0.0667366272148032
542,0.0625225476004262,0.0627865331784204,0.044878445773943,0.0445031003040846,0.0670398507100637
543,0.0628627428645313,0.0631474310084671,0.0451023274296921,0.0447020941093448,0.0674156505239985
544,0.0631589048716938,0.0634868182816151,0.04534217241105,0.0449758347488476,0.0678053312115273
545,0.0635725208516203,0.0638892618888703,0.0456288488020292,0.0452387588072619,0.0681777726438649
546,0.0639571110264603,0.064191163952515,0.0458690844295933,0.0454518765077803,0.0685024951762956
547,0.064291222277153,0.0644341807208026,0.0460622141520639,0.0456313878368815,0.0688086487026174
548,0.0647097636443531,0.0649439758472063,0.0463248756636805,0.0458700064691804,0.0692134583784679
549,0.0651068938759282,0.0653703167372652,0.0465942383739829,0.0460806571989282,0.069581651741566
550,0.0654926209082617,0.0657033370044813,0.0468464299511258,0.0462771220906372,0.0699033311415738
551,0.0659240714248475,0.0660859651476649,0.0470740452442493,0.0465187468209559,0.0702277167175981
552,0.066291999695111,0.0664937914847864,0.0473712342457241,0.0468072295196958,0.0706060068790947
553,0.066667121818473,0.0669292783502992,0.0476453421991314,0.0470668558229031,0.071020251693558
554,0.0671284473177305,0.0673830722200513,0.0478152543548502,0.0472405094964518,0.0714331367929557
555,0.0675723156580564,0.0677688260989028,0.0480974006949249,0.0474695225791981,0.071802364650255
556,0.0680186655961592,0.0681608375211538,0.0484272570701412,0.0477133993741742,0.0722004152944955
557,0.0684818400135764,0.0686061476766829,0.0487353181330824,0.0479616646854396,0.0726514590022263
558,0.0689336603408547,0.0690591552503916,0.0489813835099906,0.0483276017747872,0.0730352450011374
559,0.0694418604486413,0.0695612868312547,0.0492475751221953,0.0486649438661553,0.0734910219531174
560,0.0699619224722663,0.0700766146360305,0.0495536690624007,0.0489177413506066,0.0739841317886816
561,0.0703089057701697,0.0704705717029442,0.0498566656141643,0.0491071601058904,0.0742785102120341
562,0.0707820868755339,0.0709889496542879,0.0501952754281288,0.0493497840339341,0.0746818791166418
563,0.0713369238051731,0.0715492015719633,0.0505200291494547,0.0496146769571141,0.0751673103412908
564,0.0717910306435094,0.0719437732403556,0.0507524446965134,0.0498111670838068,0.0755745835992847
565,0.0722331319893903,0.0723763142120832,0.0509983144904747,0.0500517469883612,0.0759709241556707
566,0.0726920256718809,0.072847700196505,0.0512736483295231,0.0502754164741578,0.0763468939857053
567,0.0731746992812622,0.0733249205969125,0.051569576149076,0.0504263538117642,0.0767072271099581
568,0.073627522734917,0.0738102521941081,0.0518500494793869,0.0506308108225531,0.0771912900174276
569,0.0740988803873842,0.0742878756567756,0.0521491805364325,0.0508519509336671,0.0776410602165186
570,0.0745942800932299,0.0747510900276437,0.0524552470006154,0.0510560444137218,0.0779789008293713
571,0.0750105108543992,0.0752154704931869,0.0526286503463957,0.0512312559886691,0.0783114251279063
572,0.0754217181142034,0.0756452234076105,0.0528636018847582,0.051404201381781,0.0786904889247277
573,0.0758449532489079,0.0760560635016491,0.0531758667819215,0.0515815979996595,0.0791025439205588
574,0.0762501798826398,0.0765131732701902,0.0534241845577125,0.0517522535550776,0.079465173648453
575,0.0766926469154555,0.0770012296610754,0.053668881288239,0.0519593538460768,0.0798556797560661
576,0.077162807694599,0.0774860093748738,0.0539336933353903,0.0521831896847874,0.0802635830047793
577,0.0776242135575298,0.0779246787489338,0.0542267667929116,0.052378782336668,0.0806490402793394
578,0.0780536725547697,0.078319089685314,0.0544680383692094,0.0525271398707196,0.081027889114213
579,0.0784713022723301,0.0787541070330627,0.054722182019762,0.0526809967298701,0.081393781528578
580,0.0789072678755096,0.0792853495037061,0.0550405960972496,0.0528809400180069,0.0817494624845055
581,0.0794099713445925,0.0798143603154073,0.0553284444985402,0.053071259743082,0.0821552481369135
582,0.0798452754975503,0.0802680489329496,0.055563184358816,0.053236520309522,0.0825133933902513
583,0.0801965887286616,0.080660215313051,0.0557656202068378,0.0533884231806066,0.0828016300354016
584,0.0806745117207491,0.0811687289476767,0.0560388096591964,0.0535924124291577,0.0831340909487651
585,0.0811687115507981,0.0816508572514787,0.056273673080302,0.0537714154412183,0.0835405514274809
586,0.081614577274789,0.0820688225573137,0.056472737049894,0.0539150416227728,0.0839526472578572
587,0.0819641332639538,0.0824499462481476,0.0567162297407175,0.0540572445659269,0.0842158977437067
588,0.0823343299273561,0.0828494179817083,0.057011898215882,0.0542642682254076,0.0845389640287472
589,0.0827033558695554,0.0832334886808108,0.0572767902971546,0.0544715831651047,0.0848857307056017
590,0.0830122265057235,0.0835468817571206,0.0574162635095967,0.0545817078253693,0.0851480623707857
591,0.0833314719458113,0.0838809526873363,0.0575990012734127,0.0546713392593373,0.0853407098028784
592,0.0836878342044389,0.0842266338282966,0.0578254806792648,0.0548038677816146,0.0855431031546533
593,0.08408119545674,0.0845692822952629,0.0580713344977035,0.0550059617162858,0.0858185797145912
594,0.0844379944330027,0.0849256299043294,0.0583238377915992,0.055187830188439,0.0861482444523176
595,0.0848018683539973,0.0853110152505994,0.0585556022846007,0.0553395402426771,0.0864359875913663
596,0.0851825299938835,0.0857142819771437,0.0587788453469949,0.0554783372504748,0.0866736121879942
597,0.0855305813300123,0.0860810498143112,0.0591024646095342,0.0556768107609045,0.0870218133398569
598,0.0858014318917565,0.0863662170745063,0.0592789259899972,0.0558342162257535,0.0873251793755797
599,0.0860317232116783,0.0866095994732185,0.0593643859349064,0.0559551138484154,0.0875778016107699
600,0.0863265868157527,0.0869233443706302,0.0596372685758184,0.0561168936431409,0.0878722139870587
601,0.0866010458393726,0.0872157976023422,0.0598739598450781,0.0562433469897598,0.0881470754613621
602,0.0868695645390883,0.0875002189060858,0.0600541418746952,0.0563459247902796,0.0883510235992743
603,0.0871742941500586,0.0878118504234918,0.0602209007806516,0.0564610304857164,0.0884729020756088
604,0.0875317789124965,0.088091497819941,0.0604250133639836,0.0565861522597041,0.0888245743509309
605,0.0878963810595701,0.0884153384595773,0.0606745931938025,0.0567463269091785,0.0891753274611179
606,0.0882158754007837,0.0888148495593548,0.0609358747330404,0.0569373410009346,0.0893445598381592
607,0.088438282990856,0.0891269364026505,0.0610603798968941,0.0570601577745965,0.0895590499166699
608,0.0886330649397503,0.0893695434625182,0.0611356946974353,0.0570963579399843,0.0897376055665137
609,0.0888466169914525,0.0895900269894118,0.0612429751474966,0.0570994434628857,0.089883480487324
610,0.0891075919949914,0.0898978639494279,0.0614828148244319,0.0572562583535278,0.0901515988884672
611,0.0892816335896653,0.0901234233929349,0.061629989157292,0.0573576649636387,0.0903226801342756
612,0.089374903106008,0.0902766958419103,0.0616697901390458,0.0573648683451993,0.0904275841399569
613,0.0894782993798916,0.0904685835647861,0.0617085187102697,0.0573307342754888,0.0906348895815387
614,0.0896184657018655,0.0906636153240272,0.0617922204599061,0.0573835243240339,0.0907552252578576
615,0.089759100426012,0.0908346891189364,0.0618813274600527,0.0574673901576347,0.0908050267942908
616,0.0898644249364087,0.0909707110187297,0.0619257334844806,0.0574971005897005,0.0908643793101422
617,0.0900475164242942,0.0911641697799681,0.0619909259830494,0.0575604613033515,0.0910567540999637
618,0.0902068241039612,0.0913713411821352,0.0620833415532954,0.0576547669274892,0.0912686656816697
619,0.0902942685951001,0.0915568079814022,0.0621948104535441,0.0577604231141349,0.0914168054958348
620,0.0904672367932499,0.0917407558405118,0.0622876348306152,0.0578359819422916,0.0915666352753347
621,0.0906197709711714,0.0919332628626232,0.0624090722087379,0.0578768296507181,0.0916558490491444
622,0.0907371740788376,0.0921367281225643,0.0625949756784781,0.0579370089566466,0.0917437588415429
623,0.0909163995200304,0.0923434875469202,0.0628867012412248,0.0581651070908534,0.0920600254742335
624,0.0911498176650545,0.092633700021351,0.0631858488412078,0.0584254760885518,0.0924997935378706
625,0.091362830194986,0.0929351115334878,0.0633785678978271,0.0586023146426721,0.0928690850766047
626,0.0914508186325677,0.0931033285049102,0.0633671139812756,0.0585964081590463,0.0929329552715751
627,0.0916132224928565,0.0933156692386163,0.0635428532217777,0.0586312080677189,0.0930703023740837
628,0.0918578615750262,0.0935764477496465,0.0637993428317845,0.0587595061210111,0.0932754430270234
629,0.0921260227506198,0.0938408394386935,0.0639587358798432,0.0589511095951257,0.0934630033082161
630,0.0922558295510662,0.0940184711296166,0.0640656575479172,0.058980328857614,0.0935870761794333
631,0.0923737831696917,0.0941663418121542,0.0641475997878827,0.0589892397975524,0.0937155812687821
632,0.0925494681782675,0.0943219829397201,0.0642219714371733,0.0590530644596915,0.0938646893281425
633,0.0927026724510669,0.0944553584517769,0.0642859649553121,0.0590598660417262,0.0939162199581076
634,0.0928211665573739,0.0946311899408481,0.0643478022907829,0.0590422776704858,0.0939872259038234
635,0.0928899572837587,0.0948197060294906,0.064385485428923,0.059008700199411,0.0940612464281398
636,0.0928893630886377,0.0949031447708737,0.0643460720380274,0.058951494207376,0.0940042773191398
637,0.0929367730913375,0.0949638404619859,0.0642844196421612,0.0588607454896767,0.0939009973579112
638,0.0929652248166621,0.0949939018039865,0.0642205996319585,0.0587418673387862,0.0937719322351948
639,0.092859142964179,0.0949646206117878,0.0641599965791856,0.0586063203424031,0.0936210007205475
640,0.0927783217635141,0.0949471836405829,0.0640775166986868,0.05845902569264,0.0934763454299655
641,0.0926898472296493,0.0949228573835544,0.0639496582658663,0.0582853596471122,0.0933227173211176
642,0.0925548267620823,0.0948638393061308,0.0637749498828379,0.0580790038531021,0.0931375777960703
643,0.0924255650065343,0.0947550839433552,0.0636215162226901,0.0578724868089967,0.0928848499635194
644,0.0923047061895906,0.094671927235729,0.0634972723942561,0.057675706101677,0.0926866077249123
645,0.0921815077504711,0.0946342880170732,0.0634008814447664,0.0574979249502649,0.0925608204298084
646,0.0920091406427514,0.0945598536334671,0.0633215223147955,0.0573556008846405,0.0923266130014519
647,0.0919179795011892,0.0945241898073335,0.0632520727539465,0.0572037909118596,0.0921595114201302
648,0.091900101444819,0.0945352867711071,0.0631958568360914,0.0570626068913903,0.0920892032446189
649,0.0918539622137556,0.0945597359194776,0.0631644477859585,0.0569977088458278,0.0920572809999236
