"wavelength","1","2","3","4"
350,0.0267870448007529,0.0174821712408551,0.0107757586144351,0.00359464071846426
351,0.0295765086159879,0.0217823610696064,0.0144402591713137,0.00881874408166788
352,0.0305869203791249,0.0245101182975857,0.0166461648347167,0.0120711919059458
353,0.0290981874795371,0.0254420276180002,0.0168893184910254,0.0101974380851912
354,0.0302898013015862,0.0258055159989455,0.0157642499478008,0.0113908551738719
355,0.0313659160642314,0.0272970201673184,0.0177442385305531,0.0147310116283585
356,0.0308187451885385,0.0297835041151052,0.0225424263404562,0.0175396713985039
357,0.0313263818748468,0.0302141373743988,0.0213857225974379,0.016550448249759
358,0.0296928492067244,0.0292582572456721,0.0188602235899574,0.0168324353723142
359,0.029762606721244,0.029990202354875,0.0190462692818853,0.0184121056057679
360,0.0342200801491292,0.0337474298254005,0.0233747262554285,0.019985950574967
361,0.0345823521006063,0.0331489586570096,0.0245576262578305,0.021522128128253
362,0.0330155113154949,0.0321514047998374,0.0243102242981227,0.0217774583047197
363,0.0310321388794716,0.0320024737050357,0.0232980571140648,0.0208866394948873
364,0.0298577320350061,0.0322650568595189,0.021986215866227,0.0202738939976439
365,0.0332529379278292,0.0357565167786133,0.0261737839317474,0.0244480629156538
366,0.0341818297190733,0.035770844873405,0.0271927140199093,0.0259632538545017
367,0.0316610967888634,0.0326822647409259,0.024123950607698,0.02372075488043
368,0.0341855583098415,0.0375196304525805,0.028410931395247,0.0267825145454945
369,0.0333956871263744,0.036404216436994,0.0275930413191096,0.0254528761183988
370,0.0324345116917093,0.0345281125568847,0.0261248250309162,0.0239168634161549
371,0.0344325746929324,0.0373755803307811,0.0288152828838766,0.0263897410808816
372,0.0342258087878302,0.0373240487211044,0.02937776300188,0.0273590905634309
373,0.0333676774003711,0.0368195907876335,0.0283680877327489,0.0267479910493189
374,0.0333948415593364,0.0371962017394105,0.0281608468617806,0.0266330610242877
375,0.0352545404211138,0.0388072428334138,0.030994514792408,0.029315143262703
376,0.0363695585750685,0.0394329001242584,0.0321199184714448,0.0312478078159236
377,0.0364248604095814,0.0396980926786397,0.0322944802517893,0.0314981158576217
378,0.035663761391015,0.0398038564744775,0.0318064497851592,0.0305175602117385
379,0.0347135015270274,0.0392929289491887,0.0300318854055392,0.0299573750186761
380,0.0350195695311627,0.0406869047099263,0.0304812180459029,0.0311894833506217
381,0.0359578566511079,0.0420952224480037,0.0319607565181794,0.0326464986631845
382,0.0366365435357022,0.0422546324252123,0.0329075948187655,0.0331661183240329
383,0.0364332569151294,0.0434512414298736,0.0331932168627399,0.0340177633234924
384,0.0376936506952122,0.0449282147461409,0.0342250999876586,0.034752317387489
385,0.039447123797408,0.0464350039457941,0.0357293931368457,0.0359355751774788
386,0.039771533733252,0.0476578098466216,0.0367180220321589,0.0378748036307991
387,0.0392493322533128,0.0468884920948394,0.0362876701853876,0.0374446526759082
388,0.0394477446419582,0.0473038820301155,0.0365022032154774,0.0379360495168881
389,0.0402458848884267,0.048836002492312,0.0377202290904055,0.0396149519918695
390,0.0400933818744771,0.0485025682335136,0.0386508315710973,0.0398729350040087
391,0.0409329975839096,0.0496224937101409,0.0398330546137366,0.0411184636478668
392,0.0418976975891154,0.0508874964668568,0.0406507667662155,0.0425005841766022
393,0.0421172903967879,0.0511483184844349,0.0408275448471792,0.0430258929697862
394,0.0414703866040739,0.0509670398546286,0.0410100129126713,0.0421530586519355
395,0.0419513203650331,0.05202138007958,0.0416557324322166,0.043566718631271
396,0.0431087116756595,0.0535435524328551,0.0426896654229471,0.0459029738194853
397,0.0437100793944871,0.0541587712843162,0.0436974259177467,0.0465975856790283
398,0.0432752176203203,0.0541363870972833,0.0438117222502889,0.046514718685357
399,0.0433373606726652,0.0541902236920836,0.0440187784788311,0.0466072125982478
400,0.0442905219201567,0.0547954595148156,0.0447659808525999,0.0474871604740113
401,0.0454304809145825,0.0560718085029494,0.0458898150917722,0.0492965190288053
402,0.0452644209736513,0.0560502101663588,0.0459407422410792,0.0495274741791461
403,0.0453803962097621,0.0564602429947707,0.0464347042361758,0.050025198683964
404,0.0465596455639541,0.0581038081004118,0.047997392953246,0.0517535686593345
405,0.0471434671054512,0.0589567026040322,0.0486967493467597,0.0527158415284165
406,0.047305063454592,0.0593054651802862,0.049080409120883,0.0531439564313916
407,0.0474356256431035,0.0595091627257959,0.0494992986127702,0.0535728740804274
