"wavelength","1","2","3","4"
350,0.100007758657391,0.123935312477291,0.0570240050413617,0.096661688384131
351,0.104786482832117,0.127719110119871,0.0614284610767258,0.101668781845624
352,0.107813070551564,0.130472656121287,0.0624050388775799,0.10368030617461
353,0.104981554594066,0.130861418625574,0.0621554419701844,0.103552209493766
354,0.105875260308904,0.132658426836518,0.0618626442439207,0.105642647207875
355,0.109254048405197,0.134591207458092,0.0629125154976207,0.109533632921227
356,0.112272160403274,0.135816374157754,0.0650858083298108,0.113082592689871
357,0.112047753153244,0.13751803271761,0.0656754854425224,0.112476659270267
358,0.111985926904993,0.136827007414598,0.0659826365292629,0.113260013177895
359,0.113155287455159,0.137010449826079,0.0673940965756783,0.114668135073948
360,0.115395844454246,0.14065303352331,0.0702101031068928,0.115151838926665
361,0.117072048859209,0.141467103601992,0.0708407024333425,0.117684300403702
362,0.117370565666987,0.141344335917028,0.0708286079788444,0.119052337696829
363,0.116159928361035,0.140677649449684,0.0701921408443704,0.118339709464597
364,0.114450192523353,0.13938284523138,0.0686050470222026,0.116900489101458
365,0.119438354174132,0.142804436022222,0.0724731629501434,0.121875667625029
366,0.121467573749277,0.144458868719252,0.0740126215289548,0.123087352136171
367,0.118589826729125,0.142947821314125,0.0717847588430228,0.119391012313394
368,0.121502479379675,0.145317893830895,0.0748033952457388,0.124029141182437
369,0.120187001115627,0.144280539466554,0.0737455218897113,0.124165990029327
370,0.118844104267039,0.143500370009757,0.0723592878067498,0.123298653045993
371,0.121547281060385,0.14624759855475,0.0746897927471648,0.125603764546009
372,0.121851716811894,0.146964350512919,0.0764340369612262,0.125547632020864
373,0.12190989934764,0.14628760014876,0.0766455787497399,0.124620792089985
374,0.122929283652412,0.146092430368559,0.0765989580489997,0.124786637463232
375,0.125137278057025,0.148204732023,0.0781661304045485,0.127476967475033
376,0.125842355636036,0.149830649515051,0.0791060263122809,0.129611677293904
377,0.125300229844967,0.150741349784457,0.0791951538374663,0.129828797239711
378,0.124615780199342,0.151026754077957,0.0786774811709233,0.128867248494488
379,0.125409344029565,0.150892922277002,0.0781446763736886,0.129410463194173
380,0.12697579393741,0.151738318068867,0.0801996432214353,0.130382394720438
381,0.128337055632592,0.152873845738094,0.0822870379334303,0.131556902585007
382,0.128989536716508,0.15365514460695,0.0825971338944701,0.132860887594149
383,0.129480599476316,0.154532310249179,0.0834108443395511,0.134309030368066
384,0.131121939521886,0.156109421248815,0.0850949035741523,0.135575695566991
385,0.133292356961926,0.158229914824826,0.0871650798893792,0.136945400190689
386,0.134671953646507,0.16012774914172,0.0886314943790451,0.138643110688353
387,0.134794730483457,0.159580362304114,0.0880139765584337,0.139265493045938
388,0.135378385792617,0.160436863856963,0.0883220242023254,0.139971909460231
389,0.13653513852511,0.162660129288803,0.0898956391637323,0.140996555724603
390,0.136938043631939,0.162673084885241,0.0905492544942381,0.141660604813519
391,0.138486591569413,0.163804565779549,0.0917846088631903,0.1428642139978
392,0.140497463024798,0.16543811605218,0.093078637120429,0.14433353470325
393,0.141855820238502,0.166675793714204,0.0938022221947972,0.145513787106719
394,0.141144861004454,0.167279877820342,0.0935476744993048,0.145445088027636
395,0.141845205484293,0.168625294001318,0.0944738680728673,0.146811223865392
396,0.143895877313698,0.170360491735047,0.0961700774860181,0.149090782150307
397,0.145892201359572,0.171645440126542,0.0973798104444264,0.150713084716683
398,0.14660333201235,0.172396530548026,0.0975072538400656,0.150906035631873
399,0.147037891584368,0.173109818478861,0.0979480223368834,0.151382777489939
400,0.148140084247989,0.174272830374561,0.0991500971358079,0.152857005866209
401,0.150468674241987,0.176223831581524,0.100629987614282,0.154981927808761
402,0.151220058720269,0.177583950853759,0.101153345191066,0.1558461043311
403,0.152078517602077,0.179064520415041,0.101969590932285,0.156766651791458
404,0.154044852427077,0.180962518277987,0.103624918554291,0.158557560413397
405,0.155468512105207,0.182138871099928,0.104576933882776,0.160211274808445
406,0.156775492230763,0.183218282657588,0.105452626483409,0.160815883702316
407,0.158009745356753,0.18450698968919,0.106314645618067,0.161347062792206
408,0.159125579775726,0.186033335304031,0.10711295161015,0.162885874530955
409,0.160007652809,0.186958751806403,0.108013829305688,0.16376851999761
410,0.161047778092055,0.188110266092756,0.108891816372779,0.164830349181994
411,0.162458563343862,0.189673970030445,0.109746537402322,0.166257908688224
412,0.164213559881568,0.191224099528592,0.110661328138647,0.167591276703403
413,0.165216506082506,0.192255177695803,0.111151129271904,0.168202807766641
414,0.166233463673357,0.193304822293208,0.111793573531297,0.168977214868416
415,0.167716522778857,0.194730817391734,0.112856838496968,0.170388784571863
416,0.168872587354481,0.196258509645645,0.113684765179669,0.171667203005683
417,0.17024829570244,0.197464655054543,0.114509201978365,0.172752487732671
418,0.171747147923492,0.198605972235347,0.11527758762845,0.173898435242965
419,0.173096962584233,0.200031465992598,0.115904604194092,0.17531812065759
420,0.174256586132148,0.20120965760223,0.116556710292588,0.176356405137168
421,0.175552521335753,0.20244896481869,0.117253343346679,0.177344282073142
422,0.176971432255678,0.203831529178765,0.117995054355994,0.178440826088238
423,0.178202848512199,0.205195148247676,0.118771207896875,0.179603467262525
424,0.179749881111838,0.206574349400111,0.119620882203685,0.180828710324331
425,0.181389156730612,0.208056355363672,0.120500120352504,0.18214060902126
426,0.182881650611678,0.209592554130382,0.12132220667839,0.183471178154959
427,0.184197917475764,0.210774667862216,0.121891972063259,0.184454781403979
428,0.185806279354222,0.21210866875658,0.122698949557082,0.18599967188386
429,0.187481590088005,0.213603169069007,0.12366607772016,0.187723738298641
430,0.188843811864452,0.215070140121759,0.124496076386251,0.18890717440203
431,0.190309716178865,0.216373409250482,0.125027192404162,0.190063830527599
432,0.191840063176008,0.217752414464707,0.125672461938016,0.191465349999801
433,0.193364309369272,0.219263336927108,0.126534845288826,0.193023731331733
434,0.194810985655355,0.220739281374159,0.12735472879391,0.194315805673495
435,0.196051429674958,0.221886635332923,0.128044530327713,0.195662989206522
436,0.197375461059376,0.223067600001179,0.128784711647549,0.197177709363273
437,0.19891134720227,0.224495328152952,0.129609054704705,0.198764889016366
438,0.200134589141311,0.225627358626836,0.129969918869651,0.199876122461967
