"wavelength","CAL3_REP2","CAL2_REP2","CAL1_REP2"
350,0.0671366318199933,0.0771734098799783,0.0937127010634889
351,0.0671128782443133,0.0780200779322016,0.0944482642036161
352,0.0670938645104635,0.0787587806966644,0.095284088694783
353,0.066910408312456,0.0792973767840674,0.096101054031563
354,0.0668154969529669,0.0799964919105504,0.0970903285688677
355,0.0668582809935544,0.0809847228706413,0.0982723987449051
356,0.0669815165841313,0.0822240827667434,0.0995885358738463
357,0.0668825283749984,0.0831769482647425,0.100862201240245
358,0.0665908087066098,0.084075268232386,0.102235927815164
359,0.0662647630487172,0.0851701201152462,0.103797112375708
360,0.0662792911911563,0.0866605823602782,0.105443986247447
361,0.0664105379668589,0.0881773170650656,0.107377210450721
362,0.0664189218770547,0.0896044779839179,0.109434598932811
363,0.0660621918176975,0.0909908195601763,0.111259930354103
364,0.0659069136468119,0.0925152452076417,0.113077767018654
365,0.0658699392342632,0.0941054200434467,0.115038668515078
366,0.0657861323072387,0.0956551393170319,0.117211742766319
367,0.0657835100005916,0.0971268819868699,0.119424409323934
368,0.0657421974613529,0.0988404814408826,0.121661736219821
369,0.0656446385251885,0.10084813873285,0.124029736425547
370,0.0656675071841023,0.102730476047899,0.126846996931932
371,0.0655945082365665,0.104691492137421,0.129784462872329
372,0.0655197671717052,0.106971692786209,0.133002337276944
373,0.0656743378034428,0.109798863697475,0.136847102984919
374,0.0656499639350735,0.112624958990771,0.140870162753082
375,0.0654681740132329,0.115511221750749,0.145102503882764
376,0.0652819801248901,0.118587632747228,0.149603998598739
377,0.0654104566041015,0.121866472502126,0.154328562332176
378,0.0654324660757314,0.125226615291419,0.159237198638119
379,0.0652468123218853,0.128620201421853,0.164400558357462
380,0.0652249674357989,0.131943485402883,0.169880713814252
381,0.0652961422720725,0.135783918650032,0.17564767406925
382,0.065345473551702,0.140095413342263,0.181909304589991
383,0.0652486920303225,0.144605250747616,0.189053962431263
384,0.0653162812799444,0.149699349663868,0.19722493609797
385,0.0653830586531236,0.155463875806924,0.206577059385965
386,0.0653184407151365,0.161815609452006,0.217023892350886
387,0.0654006044443897,0.168551460150222,0.228075157641886
388,0.0652871740744809,0.175056626746681,0.239290826963842
389,0.0650132080243555,0.181216281059352,0.250595157973421
390,0.0650696421739129,0.187223039210865,0.261878811947865
391,0.0650398622053226,0.193532128766915,0.274227287902232
392,0.0649670425792922,0.200416883291287,0.288264165928298
393,0.0650183993598738,0.207983007510808,0.304295643160844
394,0.0648767810077429,0.216123809401356,0.322334634775608
395,0.0647821455210493,0.224799196396685,0.342469556769256
396,0.0648488935328211,0.233754679083486,0.364366369701023
397,0.0646573650586978,0.242600985042344,0.387731723399664
398,0.0644915941402667,0.25109839636748,0.411530632236134
399,0.064445131803072,0.258833612181206,0.434719137986969
400,0.0644570442833706,0.265111615194255,0.455917303794004
401,0.0644082078186218,0.270811251012429,0.477090762949347
402,0.0643634762273265,0.276240062910985,0.499032405827005
403,0.0644168846717361,0.281376488660084,0.52168352937477
404,0.0643687062782278,0.286009826098967,0.544480420097622
405,0.0642490980508683,0.290408569351514,0.568369027044526
406,0.0641247566643593,0.294777479160044,0.594206745095659
407,0.0640988477630463,0.298751592583906,0.620847542572855
408,0.0640686224274292,0.302302745890603,0.647673494839027
409,0.063999581275089,0.305393953908797,0.674048389949338
410,0.0639334863244847,0.30799327567022,0.699418197964424
411,0.0638484195557758,0.310134612768697,0.723403199194959
412,0.0637741110362453,0.31183724512365,0.745793819129162
413,0.0637504724317046,0.313134292831709,0.766522172602336
414,0.063709936401907,0.314226130569433,0.785643175277224
415,0.0636631924344956,0.315053251834519,0.803202251345563
416,0.0636235303402469,0.31557660352463,0.819226024227005
417,0.0635770310738905,0.315965191284608,0.83370299407689
418,0.063486523724272,0.316216479279328,0.846681477535585
419,0.0633826510610153,0.316329992128546,0.858264195110291
420,0.063404733387871,0.316302931316472,0.868493315007273
421,0.0633924476220318,0.316214971653451,0.877327017828508
422,0.063324878459265,0.316069532301087,0.884890883190338
423,0.0632429731129534,0.315836583033917,0.89140247186758
424,0.0631803632517441,0.315571178732665,0.896963364658526
425,0.0631283603374536,0.315280117645052,0.901601178539532
426,0.0630787918398797,0.314957865863475,0.90542211955027
427,0.0630772923084629,0.314602395092594,0.908759976953152
428,0.0630677568808191,0.314236529196461,0.91165713932703
429,0.0630241765773422,0.31384694264272,0.914118101356732
430,0.0629778977869553,0.313332364408869,0.916191237372272
431,0.0629390725481652,0.312827255881866,0.918000393839443
432,0.0628950984793243,0.312341760066084,0.91958927081786
433,0.0628201144786398,0.311820517734205,0.920940415506623
434,0.0627789317508437,0.311321503322166,0.922079106167818
435,0.0627555447186131,0.310874300775249,0.923100717141827
436,0.0627171650527491,0.310479510310285,0.924067281277665
437,0.0626426169870223,0.310030262373117,0.924826829764123
438,0.0625808243581268,0.309507829835125,0.925515489354451
439,0.0625505520496219,0.308944662858911,0.926207012837776
440,0.0625011599587209,0.308475105283514,0.926808318340649
441,0.0624588961900663,0.308037318698931,0.927372299935589
442,0.0624179133769303,0.307588101624817,0.927926952495071
443,0.0623474290050199,0.307094907692778,0.928478701333441
444,0.0623036135554188,0.306598641855404,0.928963981649506
445,0.0622915566699242,0.306122659343007,0.929428365817656
446,0.0622933655180692,0.305673915845675,0.929939496734302
447,0.0622545177421457,0.30520239230052,0.930406889183342
448,0.0622112125487752,0.304737393294162,0.930850990560764
449,0.0621866463476279,0.304293710903296,0.931288829126362
450,0.0621285219710762,0.3038130531131,0.931684339234313
451,0.0620897198440877,0.303345622252546,0.93207216350652
452,0.062077479381908,0.302904526216566,0.932466492563565
453,0.0620406352693106,0.302454862654517,0.932862679634164
454,0.0620189860366585,0.302003928966835,0.933234416563736
455,0.0620073521475166,0.301555473012423,0.933590629619166
456,0.0619824612615735,0.301110264363904,0.933953562771392
457,0.0619630798728623,0.300622432244779,0.934255446034653
458,0.0619240736059667,0.300136384500566,0.934543828329012
459,0.0618520304570315,0.299693724337506,0.934867749277937
460,0.0618127400008933,0.299231996611218,0.935185971013719
461,0.0618069220824234,0.298769658652385,0.93548491839071
462,0.0618135187772655,0.298311876643467,0.935776682985661
463,0.0617671446612893,0.297829687018787,0.936125356639933
464,0.0617490411341569,0.297393431848144,0.936460804055976
465,0.0617439944220984,0.296971767289247,0.936748216909585
466,0.0616696732256374,0.296454954064044,0.936975114795583
467,0.0616437879272901,0.295960660138914,0.93721890791715
468,0.0616462807624815,0.29550953640476,0.937467055201173
469,0.0616218602695401,0.295083497254968,0.93768220729148
470,0.0615798064443007,0.294585509187104,0.937874249367956
471,0.0615452874883832,0.294072132627349,0.938072107279586
472,0.0615307367113306,0.293586435327969,0.938279598636963
473,0.0615106268558524,0.29308780671571,0.938415647335996
474,0.0614845433269579,0.292594535479692,0.93858510135853
475,0.0614529921937126,0.292116055195667,0.938811850528783
476,0.061417691487713,0.291655309451933,0.939032741315748
477,0.0613831695151424,0.291186793840971,0.939216612986765
478,0.0613512354140102,0.290706640241029,0.939387526485402
479,0.0613217351681567,0.290223037238981,0.939593891988874
480,0.0612837690323271,0.28973219965155,0.939790700673551
481,0.0612501106534166,0.289271799344294,0.939993782866876
482,0.0612307906775778,0.28886088779146,0.940213804360127
483,0.0612023611713706,0.288417832216199,0.94038540875006
484,0.0611866586774592,0.287957202508718,0.940551016383313
485,0.0611850911771297,0.287487873945003,0.940728735454844
486,0.0611507601374791,0.286998062742975,0.940883561721186
487,0.0611142085580906,0.28644630792287,0.941000347253071
488,0.0610873482185792,0.285867386194158,0.941098922230559
489,0.0610709841923078,0.285358058789821,0.941230304552815
490,0.0610532846558811,0.284822652536955,0.941300756194525
491,0.0610259092279225,0.284266945863027,0.941379023044635
492,0.06098452754243,0.283719469966419,0.941552585133136
493,0.0609398796403962,0.283177819849942,0.941658884607301
494,0.0609150435922623,0.282658338233431,0.941747381014731
495,0.0609126163435883,0.282166371749139,0.94186196272942
496,0.0608693209369893,0.281665701745072,0.941952803545647
497,0.0608279032108627,0.281166464720834,0.942065227086083
498,0.0608106576637212,0.280681995804568,0.942203823589057
499,0.0608210081070273,0.280240650168321,0.942317709124875
500,0.0607969114812509,0.279758196519271,0.942425004373447
501,0.0607501799549408,0.279223057380786,0.942519562310879
502,0.0607316869416929,0.278665443891035,0.942585006615752
503,0.0606995405312445,0.278128269595137,0.942613887167807
504,0.0606656422703967,0.277613150607373,0.942643165175725
505,0.0606467742670667,0.277106605518314,0.942704026779909
506,0.0606241117257607,0.27659023236192,0.942736400939851
507,0.0605967170628019,0.276060518704931,0.94278586899856
508,0.0605652063977609,0.275524309931355,0.942882720295926
509,0.0605285336092454,0.275012815284853,0.943010033373407
510,0.0604992650852648,0.274486419243738,0.943187902817157
511,0.0604783929597546,0.273940221539624,0.943367220495242
512,0.0604554015262162,0.273401626769091,0.943416770041573
513,0.0604413702098833,0.27287357092867,0.943526635619132
514,0.0604323390849115,0.272345734282323,0.943679707997434
515,0.0604179529970144,0.271800239660421,0.943781336493962
516,0.0603919344397356,0.271223232111943,0.943875764579263
517,0.0603511346584956,0.270598929474672,0.943928715123391
518,0.0602973716652952,0.269927615136411,0.943914889044422
519,0.0602402896660638,0.26924885904827,0.943887206715007
520,0.0602106976712527,0.268604686228445,0.94387272772782
521,0.0602101860624602,0.268003518669349,0.943890938526668
522,0.0601891872233698,0.26738462387666,0.943960510096821
523,0.0601645608659777,0.266819460476806,0.944036411870007
524,0.0601427366289136,0.266291183361168,0.944096242358798
525,0.0601268491972701,0.265731849912909,0.94412853277334
526,0.0600869341968333,0.26516163206354,0.944152424243849
527,0.0600406871290683,0.264604420223098,0.94417179431688
528,0.0600166481241956,0.264080826875201,0.944185762485588
529,0.0599911396616252,0.263560512772012,0.944188218709115
530,0.05996198230555,0.263063492133201,0.944201437757788
531,0.0599327260092092,0.262613318194455,0.944238760739533
532,0.059915569463864,0.262227938491211,0.944274756930916
533,0.0599071473612581,0.261847775061806,0.944325636061464
534,0.0599002985664231,0.261439957959072,0.944389080449628
535,0.0598787962057612,0.261001061462856,0.944427835204887
536,0.0598689985752715,0.260617316244396,0.94449201974304
537,0.059856651024748,0.260279470131892,0.944559072124596
538,0.0598043875979044,0.259918454294715,0.944564531575332
539,0.0598089064452598,0.259591198778506,0.944605138408161
