"wavelength","1","2","3"
350,0.0384161342234179,0.0234795476194549,-0.0141682482276883
351,0.0425226327839965,0.0278196986800001,-0.00728937029946421
352,0.0443411352289685,0.0290188701402457,-0.00473065567470126
353,0.0473362956285191,0.03188535534108,-0.00434755116946667
354,0.0482302075888258,0.0324133921421537,-0.0011862780062619
355,0.0496420585732588,0.0331585882341987,0.00179389823088571
356,0.0521306342600003,0.0353269931044288,0.00261117881641214
357,0.0513326329980051,0.0364678150313543,0.00277791132597299
358,0.0503190295250225,0.0351057824186171,0.00245861388269762
359,0.0516174260456842,0.0356677524980057,0.00434848891797372
360,0.055653853742404,0.0410374219050181,0.00942505219521486
361,0.0564457855454835,0.0425993123489748,0.0106202405139386
362,0.0553618732622044,0.0420954086816862,0.0104772908537972
363,0.0535956163243645,0.040525621274117,0.00990526612981347
364,0.0524512420377522,0.0388146973760804,0.00913733535117557
365,0.0563167673506211,0.0427701976286996,0.0131458716488083
366,0.057952969497083,0.0436021587580208,0.0151013653862408
367,0.0562680994571184,0.0404391941973462,0.0136734730083228
368,0.0599422626226517,0.0449500997928802,0.0164305686357027
369,0.0591232947695764,0.0442544602986257,0.0163756632399305
370,0.0576594340125433,0.0429587915655114,0.0157948661897249
371,0.0596280673170211,0.0458933837773215,0.0171686979620269
372,0.0597735954069705,0.0457183246447681,0.0168568943615274
373,0.059352068568938,0.0455201857399665,0.0165951687444059
374,0.0595503118970164,0.0463863296724441,0.0175601555985346
375,0.0611956797854914,0.0480785497162437,0.0200897383677155
376,0.0630722408630652,0.0487552598974638,0.0216419627292673
377,0.0640152708286706,0.0489534426177131,0.0220998756955429
378,0.0636940279905821,0.0491560124040109,0.0221328255331202
379,0.0626994578849968,0.0495365823384538,0.0229451025991088
380,0.0629362267908264,0.0503902695552027,0.0231784511105721
381,0.0646239411806974,0.0515667282601641,0.0240315901131339
382,0.0667956870617788,0.0526267088514637,0.0258794876505289
383,0.0666256067887434,0.052594957985952,0.0259094610773037
384,0.0672717319556178,0.0534925657138648,0.0268949525542549
385,0.068734890566655,0.0549531559927859,0.0289219818581884
386,0.069759371153947,0.0557634161536918,0.0307843433385108
387,0.0695279930831545,0.0556552428790688,0.0305849163250796
388,0.0701000734720947,0.0564720179607115,0.0306952985101726
389,0.071603182966072,0.0579367703199124,0.0317301538262317
390,0.0723562721689134,0.0579634418872827,0.032518836796799
391,0.0732889321884947,0.0593526609188054,0.0337103770753914
392,0.074367960245885,0.0612058169235698,0.0349701603157451
393,0.0753145828662346,0.0622704126506906,0.0358581656233319
394,0.0755673608821713,0.0615978350087948,0.0358341682711262
395,0.0763872540320584,0.0624784261847549,0.0368507777771007
396,0.077584518567079,0.0643208131830215,0.0385756912557137
397,0.0784962003635488,0.0653877440912773,0.0398407513180341
398,0.0788417897687778,0.0655219676672016,0.0396469231706218
399,0.0791090628879617,0.0659161441856244,0.0400223413041949
400,0.0799168739100176,0.0670182046918973,0.041560221716456
401,0.0817680722666571,0.0685273774527653,0.0434367649007588
402,0.0821301395429584,0.069151165208814,0.043564316206979
403,0.0826881420917422,0.0699409612153842,0.0440086794707746
404,0.0842993332597852,0.0713653597894655,0.0457921896985083
405,0.0849283998782189,0.072053858009258,0.0467510140403115
406,0.0855962474459519,0.0725622186268822,0.0471674275230041
407,0.0862294822063974,0.0731902515760223,0.047645129386665
408,0.0865701172117522,0.0740448429242544,0.0486019058272785
409,0.0870486265682787,0.0746789850252194,0.0487922845429878
410,0.0876080863412697,0.0752032486515504,0.0493222970247818
411,0.0883824328003858,0.0758899813311227,0.0503944676245843
412,0.0895976730891719,0.0770166911771097,0.0513694644687943
413,0.090053370202433,0.0770852952389718,0.0517115508974204
414,0.0903215686685858,0.0770601235827966,0.0519834657220239
415,0.0908981850509602,0.0777199050567777,0.0526327415114066
416,0.091572265792533,0.0787908135751443,0.0535846649810255
417,0.0921545625277275,0.0793404630655095,0.0542165545185542
418,0.0926429150280398,0.0797001020725146,0.0545790651998182
419,0.0931070963873744,0.0804271900648958,0.0549769358935456
420,0.0935813785856978,0.0807544273368177,0.05564550761752
421,0.0939134304656854,0.0808841849710255,0.0560786394012244
422,0.0941785498418748,0.0811302863500741,0.0562994541374983
423,0.0946402961896442,0.0818114209258879,0.0568098801132053
424,0.0949891143997622,0.0823630575601675,0.0573808173105052
425,0.0954319154008881,0.0827470558531411,0.0579561350083406
426,0.0960106088684625,0.083048656737457,0.0584500867195674
427,0.0961574590822586,0.0833804808304067,0.0585716769357924
428,0.0964859100778451,0.0837727642387337,0.0591228779307764
429,0.097106514085185,0.0841614207836895,0.0598572422022604
430,0.0978216261572718,0.0844703137622463,0.0602107482371041
431,0.0979050609829629,0.0848001909969576,0.0604064790397539
432,0.098176079385955,0.0851644261749245,0.060783703186718
433,0.0988164093166001,0.0855952311219691,0.0613746378773878
434,0.0992458097223114,0.0861356297642583,0.0618876067244137
435,0.0994442115279027,0.0861733483251239,0.0621599359678774
436,0.0998073081701131,0.0863626276457479,0.0625091963425976
437,0.100469634269636,0.0870663039892571,0.0630724338625308
438,0.100608787965774,0.0871614111902568,0.0632056469698667
439,0.100913821484856,0.0873672652411652,0.0635105910131495
440,0.101376309352782,0.0877914153299079,0.0640762836646008
441,0.101710793511754,0.0882374748820579,0.0647033467602355
442,0.102208755013681,0.0885505440310734,0.0650758137420051
443,0.102653653073424,0.0888630079978048,0.0653527893000966
444,0.103025352487304,0.0892771332507695,0.0657416296758251
445,0.103597517136201,0.0898196927916994,0.0664424997516102
446,0.103994328860145,0.0900135890516624,0.0668869573776213
447,0.104432238945139,0.090264748073551,0.0672573794723229
448,0.105069884350933,0.0908854592911229,0.0677773459954203
