"wavelength","1","2","3"
350,0.0803893825452741,0.122010469867125,0.0895797475441159
351,0.0818203340436762,0.126438402786293,0.0947452393034724
352,0.08413982155986,0.129164274310761,0.0972969671264864
353,0.0829691545299337,0.127067087352944,0.0955539817115815
354,0.0842399715395362,0.129195858798444,0.0971192546111322
355,0.0844481138742208,0.132252222976625,0.0988717014450749
356,0.0827518363802168,0.13330612702929,0.0990173379628554
357,0.0851349841708623,0.133062916937119,0.10077260949311
358,0.0845744669491354,0.132957372486953,0.0998912522047203
359,0.0842780959576908,0.134186083436407,0.099936466207328
360,0.0876985646384224,0.137039842115499,0.104090163240268
361,0.0883556109654998,0.139781773441284,0.106342702113215
362,0.0883733734234064,0.139568487939004,0.105908454667855
363,0.0879838675547245,0.137718479815358,0.103794852318784
364,0.0866731234587892,0.138071932873765,0.10251543336408
365,0.0891689971740301,0.141585755831279,0.107578335275945
366,0.0908744836021806,0.143229341172924,0.10957045182355
367,0.0907102370306056,0.142859358850183,0.106864680023248
368,0.0935777960020466,0.14754715243783,0.110175713620979
369,0.0927586089372661,0.147721871504409,0.110640672652936
370,0.0923115942899068,0.146747002998342,0.110364448205934
371,0.0956512057823401,0.148901359992972,0.112261626578701
372,0.096545018315841,0.151715900202395,0.114087186514624
373,0.0966415910316326,0.153286389252927,0.114313545000207
374,0.0974044379081487,0.154311679105587,0.11521509885556
375,0.0996796159255655,0.156422798084724,0.119485849830453
376,0.100966971485062,0.157932656660877,0.119594297474337
377,0.101700635020685,0.159214415013532,0.120024379855447
378,0.102275341175142,0.160749766920685,0.121789037371329
379,0.102771604911482,0.162888712291274,0.12130153461357
380,0.104569377552025,0.165312722952521,0.123476111689375
381,0.106832642371359,0.167064439036489,0.126328504628654
382,0.108513270838156,0.167994506584319,0.127759656745138
383,0.109098492528481,0.170010844322645,0.128405199265447
384,0.110277603035002,0.173037138874547,0.130208616702454
385,0.112046616302039,0.176182945862797,0.133001519751353
386,0.113736292594053,0.178446703234588,0.1356559123838
387,0.115211144413375,0.180110068865274,0.137055767331787
388,0.116917046174837,0.182565683574534,0.13898171872416
389,0.118777023557001,0.185540308010683,0.141756258073525
390,0.120298102990539,0.187404538421544,0.14428703119511
391,0.122518727190614,0.190515926213048,0.146690569043338
392,0.124900059836635,0.193396666676752,0.148929850605246
393,0.126747476835446,0.195147259685156,0.151043030734404
394,0.127357213131395,0.197214151969216,0.153113982101342
395,0.129090705572863,0.19986629101011,0.156009577566522
396,0.131651787964249,0.203042829431636,0.159280614811221
397,0.133921849781436,0.206284585919519,0.162101924476749
398,0.135777971855355,0.208153795371785,0.164243240492203
399,0.137778596217577,0.210208372679442,0.166529896692289
400,0.140139600252073,0.212970080885597,0.169519075652532
401,0.142695674310026,0.21593505552955,0.17334783815933
402,0.144153800393388,0.218332474265433,0.175594557836584
403,0.146202390656402,0.221083286525507,0.178156710629815
404,0.149494977918224,0.224475032966344,0.182000870488106
405,0.151920154613013,0.227170788712314,0.185120647642039
406,0.153921102985334,0.229267145402407,0.187664869227297
407,0.155709340757839,0.231284724724434,0.190084277342966
408,0.157525686110456,0.233713564669502,0.192827805338534
409,0.159821710863894,0.236060163155594,0.195593918076587
410,0.162115244175868,0.23840516370451,0.198247637752166
411,0.16439111024031,0.240816291909038,0.200918189717703
412,0.166979121949017,0.243288745752595,0.203885814174833
413,0.16870905645805,0.245075622926526,0.206191805841888
414,0.170308248674217,0.246884884318686,0.208491315487305
415,0.172380651324427,0.249130043124049,0.211219610208202
416,0.174762453592539,0.251210123129881,0.213896340527624
417,0.17675764081327,0.253161781919871,0.216365700977426
418,0.178454500990023,0.255092935884072,0.218612775357593
419,0.180207392054551,0.257071266889997,0.220731292697982
420,0.182172538457862,0.258811470407084,0.222970520996507
421,0.183797907821131,0.260254576956975,0.22502592156841
422,0.185207668723864,0.261588113611678,0.226979210094214
423,0.187114988587715,0.263186461839004,0.229237335724048
424,0.188867882228564,0.264828729258553,0.231276151906949
425,0.190466035103382,0.266431195881014,0.233238396938695
426,0.191961839834739,0.267894136118737,0.235216408518563
427,0.193204881230401,0.268944369471367,0.236889158515728
428,0.194711134759455,0.270464199512497,0.238640087561429
429,0.196264016541845,0.272086950344876,0.240382064452596
430,0.197448821020831,0.273125667328991,0.241894230692743
431,0.198545180362202,0.274188627137183,0.243314723271202
432,0.199791126712815,0.275315048270044,0.244809518584801
433,0.201177269696185,0.276454441402423,0.246339066480302
434,0.202440686078887,0.277505072904094,0.247655552774041
435,0.203168189312097,0.278378386674935,0.248783350320792
436,0.203962414146877,0.279249793250901,0.249969178662672
437,0.205185860122743,0.280203755711347,0.251281524456081
438,0.206014282770921,0.280928554767725,0.252193228012515
439,0.20669027113844,0.281648120665361,0.253118371950701
440,0.207454778799787,0.282451091089774,0.254137986084163
441,0.208466283598122,0.283331613599089,0.255156194770032
442,0.209223060451702,0.284123578083053,0.256056558835637
443,0.209941321483465,0.284757745724425,0.256813681422762
444,0.210745607670871,0.285343286502195,0.257549457317083
