"wavelength","1","2","3","4","5","6","7"
350,0.0563692542284891,0.0525374885813796,0.0312022595872498,0.0427992537714409,0.0185837614735493,0.0467718442586234,0.037265826489562
351,0.0602245855065092,0.0582674610627637,0.0349246063659445,0.0492337759416064,0.0236722067240838,0.0522430932208136,0.0432788854839731
352,0.0613815645176679,0.0610580992579542,0.0379762421881947,0.0518758451063777,0.0237333968741534,0.0543551469343602,0.0460026605691546
353,0.0621747099552061,0.0619396724238111,0.0401005395496947,0.0517468371507236,0.024158297048998,0.0544609988845754,0.0465315155847818
354,0.0649404297578513,0.0639508601384983,0.0414945857678753,0.0544335586738919,0.0273008395256715,0.0570117748919874,0.0487292973222953
355,0.068045026965774,0.0663559910327992,0.0441847570318595,0.0575154137702578,0.0309077378692038,0.0602495862485926,0.0523083163647466
356,0.0699505541846945,0.0684637822965076,0.0480665589947464,0.0588532945126431,0.0327991003167665,0.0622404785369749,0.0555279474527308
357,0.0704725625358018,0.0708427471775302,0.0493048829423924,0.0587089958048654,0.031947224946681,0.0622467971885825,0.0553732565002019
358,0.0713165675868876,0.0704470416591934,0.0493199721210989,0.0597538707588065,0.0324166420444089,0.0630988750097075,0.0543871314884851
359,0.0736999685591718,0.0715638512362874,0.0507357327846851,0.0619360053458839,0.0346246925222622,0.064887949874366,0.0550293260585575
360,0.0773783226835591,0.0773191078803287,0.0547596199033662,0.0644820473948273,0.0375484265791399,0.0670170655940761,0.0585505700240375
361,0.077912543935312,0.0791035800023309,0.0563585943336926,0.067941014509477,0.0398314448360181,0.0701691874097532,0.0628759117735267
362,0.0784577968801514,0.0780246850615165,0.0572944053476446,0.0675459926784016,0.0407064660995661,0.0707566775576522,0.0638165617136773
363,0.0791331089086952,0.0768724526151078,0.0574520840198019,0.0651513182237648,0.0402178469466119,0.0692792769718489,0.0618824809218168
364,0.078676840049803,0.0789245764222625,0.0562157300929723,0.0663452895688869,0.0394480223033772,0.0690726996277786,0.0608604633257368
365,0.0827218378706194,0.083814611421602,0.060238684717111,0.0699965083856505,0.0438192460172262,0.0738685228195948,0.0647966174810059
366,0.085137619258821,0.0843042768406664,0.06166905789053,0.071637200704524,0.0458663998514715,0.0756344183234097,0.0666951049432842
367,0.0847297454014329,0.0811128172630014,0.0597288633822728,0.0713340541821892,0.0442126987235265,0.0735484774814404,0.0658278085780692
368,0.0886244358622361,0.0862659763829674,0.0650061395994374,0.0754828744599244,0.0474010041724242,0.0780015139427946,0.0713926935946397
369,0.0888713091989912,0.0869285819701458,0.0654021750162722,0.0751818902078632,0.0467342361972784,0.0775291823507097,0.0708882988819533
370,0.0886690976899945,0.0862320867666337,0.0645350065359405,0.0744690226310873,0.0461809070148,0.0767241110862231,0.0697685559364671
371,0.0915101045013837,0.0885035454163398,0.0668580428308586,0.0774807786868759,0.0494733146004299,0.080350818785578,0.0734951954325659
372,0.0938117866768932,0.0901902242066883,0.0679025689549572,0.0795568729363852,0.0507638239878292,0.0823254167925329,0.0745143706840565
373,0.0949700783813139,0.0903392116929801,0.0683464549690127,0.078942050975197,0.050983057615083,0.0825783116477467,0.074824787842349
374,0.0963399515009311,0.0908165634872163,0.0694753297822213,0.0787992357871583,0.0519359397563086,0.0833705636239553,0.0761363177950551
375,0.099612073536209,0.0939724892869814,0.0723546479788291,0.0831388469586318,0.055100402679759,0.0870384844306802,0.0793321880160189
376,0.10158156079385,0.0955023965822729,0.0746708729590204,0.0846329438255307,0.0570873977061416,0.0884861770133695,0.0811770313662339
377,0.102409422499071,0.0969347600263905,0.0755734516476424,0.085028447252071,0.0576178075370035,0.0886768642240204,0.0818449608472913
378,0.102976536515255,0.0985056568948562,0.0757080727287479,0.08582333279906,0.0575008946721457,0.0888791101105507,0.0821404742975713
379,0.104506179609055,0.0986620485234489,0.0770635375141807,0.0873207944454901,0.0583494851215159,0.0900640332394873,0.0831649452957791
380,0.107122426430264,0.100231108236367,0.0797536559454631,0.0886857940762282,0.0603972762794067,0.0925821229850117,0.0850375136367556
