"wavelength","1","2","3"
350,0.0376335445530675,0.0537915985774902,0.0472795115931651
351,0.0412002610009873,0.0578307695998008,0.0513333561425413
352,0.0410083878491502,0.058228565329021,0.0537370804922131
353,0.0450078590981403,0.057748017872715,0.0570220030798972
354,0.0453902270834978,0.059737610075969,0.0580476171365068
355,0.0462575632148464,0.0625996553819669,0.0601908757530564
356,0.0492737131410099,0.0646649017747627,0.0638882289015887
357,0.0494541069080753,0.0656390023267891,0.0631200825845748
358,0.0470871549682105,0.0645836827128205,0.062088904946947
359,0.0470111640633011,0.0650932968507776,0.0638054653649983
360,0.0521708989017331,0.0695283102975327,0.0689069655104415
361,0.0541545404157347,0.0716178906121058,0.0714926389852441
362,0.053595917702466,0.0704260621040735,0.0718522710657316
363,0.0526521346138306,0.0679567218550292,0.0707434638126365
364,0.0539639253157911,0.0678916758471013,0.0696732927132548
365,0.0564194240195731,0.0719156836737559,0.0745503766823
366,0.0572759006558872,0.0740329210985253,0.0762937536636956
367,0.0568263692551361,0.0730132566424787,0.0736390349886421
368,0.0595890147620771,0.075086834155304,0.0777539435259365
369,0.0581510103747684,0.0738382003667884,0.0760925407039966
370,0.0572933173763982,0.0737798673777743,0.0745363595396799
371,0.060692399630315,0.0778852986522449,0.0786106025198675
372,0.059896595158758,0.0768851763340264,0.0796915563176099
373,0.0594853746049931,0.0766849992871628,0.0792114713704327
374,0.0606004124033022,0.0779995562130522,0.0792806618972986
375,0.0623547748289111,0.079078418849919,0.0817199766392918
376,0.0626104346514579,0.0803939989164581,0.0840009233583608
377,0.063756079539489,0.0805310850521434,0.0847357888183212
378,0.0654953147595124,0.0796585275135149,0.0842756722803153
379,0.0644734601553793,0.0797341865527295,0.0846881922476796
380,0.0654379840974866,0.0816422781823374,0.0865238455017214
381,0.0673242215386208,0.0835220393373016,0.0886515605838356
382,0.0684776893529487,0.0840851214362714,0.0899928192000549
383,0.068495217281295,0.0845393595695224,0.0902333524622351
384,0.0701551413305786,0.0862419907079996,0.0922619148615632
385,0.0724658690463233,0.0887232300102555,0.0950000595102513
386,0.073290901705318,0.0906302090081297,0.0961668245782273
387,0.0729376961500665,0.0904317056119874,0.0961521165900216
388,0.0740599125582523,0.090744889418922,0.0971479939858733
389,0.0761396906262015,0.092035013737125,0.0990462814902985
390,0.0760214009998689,0.0927095587432415,0.0997637565109139
391,0.0779221352170618,0.0945593385371186,0.101715333821
392,0.0797384431875985,0.0962164143331547,0.103726384018916
393,0.0798845124870891,0.0967345340658558,0.10474625243887
394,0.0796964963625518,0.0968338451233975,0.104942755071994
395,0.0813446215618207,0.0982350984035347,0.106536693543083
396,0.0835781317410942,0.100285074755731,0.108747168737973
397,0.0844376707787939,0.101680664387902,0.110000447091584
398,0.0849718106757089,0.102611149836206,0.110475244445814
399,0.0856097640986194,0.103176881235359,0.111053726396457
400,0.0868443834904431,0.10397852096597,0.112367846976955
401,0.0890487476725004,0.105833894462965,0.114631140704706
402,0.089379489727184,0.106323984960501,0.115464402865906
403,0.0897379961993034,0.107244568913614,0.116312977917071
404,0.0913449189966995,0.109358086131057,0.118112845840483
405,0.0927606554647215,0.110158745127031,0.119764016765752
406,0.0935553467921977,0.111031580146016,0.120779993431238
407,0.0941862506401514,0.112097686715048,0.121509686067414
408,0.0951867513027003,0.113100921932384,0.122500943158113
409,0.0957354272178147,0.113859506025331,0.123623752092873
410,0.0963946835773982,0.114797196964965,0.124642391335707
411,0.09745949016095,0.116105796384322,0.125742952020642
412,0.0988619416801226,0.117675771613068,0.127352142624898
413,0.0991276196284169,0.117986228104313,0.127965672977766
414,0.099270463265344,0.118223999463035,0.128378803993623
415,0.100094074674598,0.11923611120983,0.129343548979651
416,0.101267484160576,0.120390224447944,0.130915820474815
417,0.10200520383859,0.121238296223311,0.131811603006469
418,0.102444325304875,0.121938177656549,0.132385124219174
419,0.103003531156035,0.122783461872603,0.133389141330695
420,0.103696546274074,0.123505473667056,0.134464100527838
421,0.103998049471749,0.124114206707702,0.134991278516459
422,0.104133772161334,0.124706448498334,0.13529404363972
423,0.104955058438698,0.125433365186209,0.136447644957615
424,0.10571727900272,0.126107035042882,0.137355131628645
425,0.106255068393354,0.126836374707927,0.138113177989684
426,0.106581655953296,0.127592411009244,0.138867395705476
427,0.106824094515705,0.127842563595677,0.139335787466424
428,0.107204272395226,0.128590476112665,0.140016742087773
429,0.10767922249146,0.129561501493546,0.140804243314624
430,0.108105700294244,0.130099105946525,0.141400388559672
431,0.1084829229825,0.130525931104041,0.141898708443235
432,0.108917519771139,0.13112502669624,0.142528275151835
433,0.109432056634419,0.131865626645334,0.143302953570309
434,0.109948263332936,0.132406532799001,0.144001969147427
435,0.109996009204252,0.132748107494286,0.14423940707212
436,0.110233722441614,0.133232064269775,0.144596418132546
437,0.110973535812841,0.133985314076522,0.145391577040826
