"wavelength","1","2","3","4","5","6","7"
350,0.0642492255325059,0.0640752120672834,0.0548818111525194,0.0768254672150274,0.0760647055217282,0.0814513798740793,0.11176901729701
351,0.0685499243679438,0.0654265875349296,0.0592482472583398,0.0785557580945055,0.0789935279226605,0.0847263886989862,0.115376020868664
352,0.0604157671487609,0.0556745995421838,0.053588567181325,0.0673087093605124,0.0726529614568829,0.0768427170754621,0.106018383410884
353,0.0607666728506871,0.0591422603424521,0.0592655366151998,0.075912452449182,0.0785070118017295,0.0805302125346267,0.108964621293392
354,0.0622012653068704,0.0613037646588228,0.0587972762398787,0.0780808103263621,0.0798168221527528,0.0829153554280366,0.11040727378381
355,0.0647877475203931,0.0635372746862415,0.0601271833258038,0.0766819698936808,0.0800470416210301,0.0851298401388287,0.111775042146897
356,0.0686177082921487,0.0681870276870804,0.0709899728266785,0.0785442071337166,0.0838630887025456,0.089081554733943,0.11587088448001
357,0.0663672785495279,0.0634100668002387,0.0665624997115629,0.0745874933882768,0.0761675683031191,0.0839624744196737,0.115383909504943
358,0.0662462000213622,0.0621395372823073,0.0626830473951751,0.0743711531829022,0.0745764846003914,0.0815486082494096,0.114921438823957
359,0.0695083073740492,0.067650847500541,0.0656349841633407,0.0794529737350846,0.0832535031687055,0.0850678288123722,0.115478346680706
360,0.0620842632874422,0.0629406292209089,0.0596253041224532,0.0740790615649189,0.0780679094562135,0.0792277460722276,0.109213397114437
361,0.0595253681592253,0.0590214379255038,0.0549263424073355,0.071701103108139,0.0735949310655937,0.075919891960489,0.106517846116663
362,0.0629696427020499,0.0598426336782683,0.0549598256143477,0.073252028447408,0.0742586387042425,0.07739737265537,0.107736502062991
363,0.0656681953427888,0.0654544733191256,0.059415199721932,0.0731957501897041,0.079191688969433,0.0807778114136283,0.107833737013226
364,0.0654617919048196,0.0651946235738513,0.0620491381886,0.0739247439090269,0.0800296510995072,0.0823051055464306,0.109321640903594
365,0.0626981629559504,0.0619977175306041,0.0616774821631493,0.0743898801781019,0.0777792050067402,0.0812764348758251,0.109831237111382
366,0.0594550690559698,0.0607399417364913,0.0593438895173721,0.0736473779673265,0.0755083499417044,0.0786731639600036,0.107809510092904
367,0.0618875025825074,0.0616624645075424,0.0597636998105227,0.0733365278836283,0.0754669354583124,0.0785129501549766,0.108636584625333
368,0.0652860538964848,0.0635031898993023,0.0612736033979796,0.0755881649706255,0.0765902529101831,0.0807790061720962,0.110874582886562
369,0.0668028645807135,0.0650331930058272,0.0621340260219693,0.0792506995248937,0.0776642214284412,0.0839337046564024,0.112505267947745
370,0.0666079880803879,0.0650163516313163,0.0603455769485118,0.0778973394981508,0.0772771491606026,0.0842540376966726,0.110271355220887
371,0.0661299026693383,0.0642151476391749,0.0604551950106591,0.0754487961795849,0.0763234230943792,0.0833537519537223,0.110435323628236
372,0.0653334291278505,0.0630436359455787,0.0610769925893258,0.0744170659585838,0.075968210459077,0.0821426102163279,0.112189894836396
373,0.063806732994337,0.0620329653673935,0.0587166519355084,0.0766510564009641,0.077479789952206,0.0815304039791598,0.111777612682009
374,0.0662986895407379,0.0645133487012822,0.0628318592985339,0.0780838663711373,0.079878534126296,0.0834202947740741,0.113907428304912
375,0.0682436443766783,0.0663356279637623,0.0667914659577443,0.0779215800060564,0.0805477071479607,0.084349529549132,0.115988313712203
376,0.0663705656583081,0.0646856238493819,0.0647434203785915,0.0764825516607738,0.0783759655853646,0.0821871401449527,0.115560729353443
377,0.0674920789925061,0.0659213803934466,0.0623052190734234,0.0754122212416405,0.0781111672228811,0.0824727081894895,0.114543926219518
378,0.0668042319667948,0.0649561189722704,0.0606445241488144,0.0752147838809525,0.0770497254121553,0.0823648062313188,0.113211680545982
379,0.064339303771725,0.0620098415337455,0.0607747032209728,0.0759022546666272,0.0754417569373016,0.0816278099287371,0.11223210909835
380,0.0669264870483349,0.0646532917017766,0.0643608347609052,0.0770814021432567,0.0779997956858345,0.083968314242936,0.113201145997405
381,0.0662756684187658,0.0651006802799102,0.0625064369463947,0.0770768801863032,0.0763185444713404,0.0813881037215929,0.111699902405981
382,0.0641922911246153,0.0640567301538368,0.0592313832520746,0.0762305945187241,0.0731560035655542,0.0781014750811935,0.110202384900739
383,0.0657248647557405,0.0649781688819239,0.0625176188713694,0.0757641268570716,0.0749395138511659,0.0818319744487885,0.113043379233039
384,0.0659989730931972,0.064289499261472,0.0618120463405721,0.0761551525306687,0.0765859204454407,0.0812580734112919,0.112408311312688
385,0.0665163492109127,0.0640690066536252,0.0611425546990203,0.0778318320194612,0.077954070699043,0.0815440377784797,0.112281644043839
386,0.0681479978712592,0.0655497227511387,0.0635409562910493,0.0798728242627682,0.0789790402100167,0.0855886460999289,0.115035196066593
387,0.0669899355247267,0.0651325849591789,0.0629022498057347,0.0769557105576466,0.0772371099509452,0.0819778730514342,0.112814619311649
388,0.0673862295643977,0.0653199860571657,0.063081414076926,0.0764784792075193,0.077391910060968,0.081506855237956,0.112986925124299
389,0.0695642517236944,0.0662756223428371,0.0645737255475014,0.0793701432340286,0.0797050817927281,0.0854489391468077,0.116231362297814
390,0.0691422989604363,0.0654646877304419,0.0641088308180817,0.0794699544180354,0.0795495880979175,0.0844883716524915,0.11580812484649
391,0.0689949238798455,0.0658022550718297,0.0640066986815566,0.0794149516799082,0.0796205089240311,0.0846811180314163,0.115300548215824
392,0.0697538174778134,0.0670665568556024,0.0646417185495428,0.0796818902224317,0.0802807865236471,0.0859657755931128,0.115751118499786
393,0.0710031910833203,0.0678899058681456,0.0655357074695016,0.0800412642105026,0.0810265234601765,0.0863792759185949,0.117157802703922
394,0.0691471223833632,0.0668865102228173,0.0642508301587548,0.079085055462417,0.0800919852386045,0.0851269199012409,0.116807170423364
395,0.0675290345949049,0.0663535293125314,0.0630511380197164,0.0788297479160913,0.0791011651946478,0.084404356666119,0.115880747904705
396,0.0683609486998365,0.0675091918200372,0.0634475960609058,0.0801139200031959,0.0791707191440258,0.0852692726421111,0.115478996313432
397,0.0685119100048013,0.0674385630646017,0.0633045062573066,0.0793280142714269,0.0787914250829255,0.0846062960516002,0.114890752828991
398,0.0676954609063584,0.0666026396833884,0.0627213745375348,0.0783744311728809,0.0783287271990939,0.0836316295799314,0.114702312291575
399,0.0671605486270878,0.0662580502938686,0.0626167208989781,0.0784992495118927,0.0786373956988134,0.0836748150468562,0.115480639387862
400,0.0701084534433311,0.0688350526903214,0.0650472221531955,0.0805590719657374,0.0813737981870507,0.0865688847418427,0.118070978262946
401,0.0703084486129891,0.0686599145341249,0.0651143405654835,0.08040810901748,0.081686142544934,0.0862136330071575,0.117348071256573
402,0.068886250148659,0.0670982424972391,0.064027206229679,0.0793103605987712,0.080485720864393,0.0842919119056908,0.115519612400392
403,0.0691591014673014,0.0675453912467666,0.0646972238434029,0.0800340313626615,0.0804337492774989,0.0847522458198485,0.11671466195365
404,0.0694351956247606,0.0676403700411178,0.0645240547937994,0.0803320941265024,0.0803363426170209,0.0854537849181453,0.116878118462124
405,0.0697504626231638,0.0681274576704039,0.0645549820288372,0.0805375320793786,0.0805326558329489,0.0859242218464984,0.117305689511514
406,0.0701226771157989,0.0693238240953109,0.0653742187815369,0.0808943482621289,0.0810504242970005,0.0860071685142903,0.118734551412931
407,0.0698660329534279,0.0694007496451921,0.0649944976427959,0.0803161189206916,0.0804470216488055,0.0856428095192583,0.118347558737548
408,0.0699288950801198,0.0687203614312926,0.0647571276630479,0.0804539657051791,0.0804278708908937,0.0861040352210464,0.118347441008582
409,0.0702697159631842,0.0678958217174991,0.0648210636873386,0.0810972654589614,0.0809564021545441,0.0869302948007272,0.118799148834014
410,0.069669892146726,0.0678313420051203,0.0639405084968838,0.0798197367517214,0.0799911357905756,0.0855630888724212,0.117222328329083
411,0.0701765032215646,0.0684651005679226,0.064545458111756,0.0803670769512237,0.0800417209296908,0.0858347380206481,0.11794867922037
412,0.070968304659901,0.0688840253636143,0.0654920270405277,0.0814562523582804,0.0806066672056925,0.0867539734727194,0.119445329967937
413,0.0704245056640977,0.0680915378099446,0.0646814609451527,0.080406757836969,0.0802983432427561,0.085931235304278,0.118505375799238
414,0.0700975602618693,0.0682690874147192,0.0646124549601661,0.080034180959796,0.0803501238982689,0.0855273468062523,0.118115847088271
415,0.0702604590507494,0.0686229293574821,0.0650576975995348,0.0803800911261541,0.0805258644454542,0.0859460022453455,0.118267050065692
416,0.0708064419400928,0.0684908246564747,0.0654805410261729,0.0809741964154589,0.0805982617605466,0.0869227714220865,0.118603930923716
417,0.0711950516127306,0.0690106691251889,0.065682274816983,0.0811107922689651,0.0810626855920521,0.0870597039890745,0.119202903812998
418,0.0711321813305113,0.0693223611613644,0.0656550362621984,0.0810558512623503,0.081370761436435,0.0867838851257385,0.119425271600421
419,0.0707946746261926,0.0693088683285941,0.0655319360278411,0.0810896465960947,0.0813699819016707,0.0865807850099875,0.119308880028986
420,0.0709460544967383,0.069824811902135,0.0656026586601072,0.0815273901184232,0.0813389204408192,0.0870239321276259,0.119722497913414
421,0.0714051982017118,0.0703427347417076,0.066100866877805,0.0822982963473019,0.0818128025749361,0.0881019798400445,0.120644326696278
422,0.0718818286717902,0.0706161480961904,0.0666578502573302,0.0829111922594555,0.0823753961800446,0.088868593736343,0.121420448115279
423,0.0720385676663303,0.070527738816024,0.0666758617461091,0.0827546954894155,0.0822475293762327,0.0881271376105943,0.121194589316084
424,0.0722890510214271,0.0706174707674735,0.0666064101896512,0.0826835374823398,0.0820654124704761,0.0880793505022492,0.121251594799675
425,0.0725367408515139,0.0707839114799263,0.0666293377564982,0.082746217801586,0.0820605877077773,0.0884613457011957,0.121539669881776
426,0.0726721855152472,0.0708773323855741,0.0667814529074,0.0828654899581289,0.0822899347369618,0.0886794945775556,0.121794966920803
427,0.0728808047815048,0.071015094394242,0.0666892653940015,0.0830763148880201,0.0824479432820304,0.0885991578782002,0.121851520433988
428,0.0730139184441409,0.0712664249097424,0.0669480724787143,0.0833560993050519,0.0826815992576595,0.0886080740152351,0.122092618043478
429,0.0730795484372476,0.0716079565145183,0.0676115709668385,0.0836407075376916,0.083016953840025,0.0888745160706923,0.122652650550359
430,0.0733514683340565,0.0718532407210725,0.0678141238605553,0.0837542895993279,0.0832519492620815,0.0892229568656929,0.123303625363684
431,0.0737363532169877,0.0722445976748038,0.0681695098890145,0.0840499209514752,0.0835638625359914,0.0897323030965929,0.123904679654035
432,0.0741313419983737,0.0727249454117755,0.0686121624240892,0.084559374854259,0.0839633462914003,0.0902883966977413,0.124385389414862
433,0.0744191825339458,0.0730805382518796,0.0687504196678572,0.0851304106192014,0.0843753867934078,0.0906776511152023,0.124732183936797
434,0.074938526862363,0.0734390085034998,0.0689672180756732,0.0852226161723338,0.0846775213658528,0.0909659305213995,0.125106924053863
435,0.0753811768668764,0.0737114627789757,0.0692003192954544,0.0852814500939464,0.0848699475379419,0.0913424915828445,0.125562774704634
436,0.075446536606249,0.0738282135006822,0.0693514197089339,0.0857958086141936,0.0850214679496094,0.0919116573474293,0.126109429401063
437,0.0756143557984755,0.0739928454475881,0.0696689138955531,0.0862008772297023,0.0853360769129729,0.0921556399138715,0.126703671978684
438,0.0759812304213059,0.0745031857269465,0.0700376640961444,0.0866955180678548,0.085852963115064,0.09247828915968,0.127297760147083
439,0.076482783355342,0.0752369212577879,0.0703315681337268,0.0872698861410495,0.0864203407036959,0.0929820989703145,0.127815054753617
440,0.0767821834052926,0.0751055042217286,0.0703836384304185,0.0873011621310919,0.0864621292616312,0.0929464658659469,0.128057329458454
441,0.0771016703248697,0.0752565700625965,0.0707499038221999,0.0875173192074933,0.0865278556890056,0.0932283386840579,0.128436023949877
442,0.0774850652890452,0.075812748612086,0.0713089386879908,0.0879956251846453,0.0868287961139652,0.0938637754623032,0.129023568096902
443,0.0778538873748783,0.0761253457976616,0.0713840585300026,0.0883212587542102,0.0873526717934179,0.0942596743012787,0.12963582656906
444,0.0781285070814262,0.0766214018843544,0.0717443657793992,0.0887278123429191,0.087767272831746,0.0946251871902505,0.130317400471452
445,0.0783942630906762,0.0770738875138793,0.0721934354584261,0.0890998848479133,0.0880553768428354,0.0950779748603569,0.130919946636559
446,0.0787797952034749,0.0771759406407531,0.0723408935034387,0.0893011100151782,0.0883110276683256,0.0956716407605078,0.131322615357405
447,0.0792912258547091,0.0775589080818793,0.0727282092380276,0.0898603430028113,0.0885722425465057,0.0960079290061485,0.132075254687182
