"wavelength","1","2","3","4","5","6","7","8","9","10"
350,0.0672102632699962,0.0654381630977093,0.0679041601016041,0.0687928098753403,0.0842465826674424,0.0731996853867855,0.115813190357056,0.0993027726360128,0.0595585261092493,0.0753575978173008
351,0.068766195362383,0.0664667061759511,0.0697060456436585,0.0715326535803369,0.0850307371787444,0.0757842115866931,0.117199672371214,0.101674154676009,0.0586448073705215,0.0789958726039365
352,0.0644086997538925,0.055472188132057,0.0634555461595381,0.0643294317594651,0.0787154144743069,0.0698862744243132,0.108257979267059,0.093564027345911,0.0501540040119722,0.0777840223994989
353,0.0690336456367665,0.0604935234110562,0.0656760798668943,0.0688002354650168,0.0793574699093512,0.0751986329225561,0.108901371834803,0.0971426649348014,0.0565105270964193,0.0784035193383306
354,0.0705574439838665,0.062040030321122,0.0626770569644925,0.0679257944829807,0.082151964481263,0.0752531314908564,0.108444034066316,0.0986114719805326,0.0585445444993926,0.0781010363138557
355,0.0705916470103041,0.0635724233530991,0.0606127733694399,0.0664770041923887,0.0839701308896735,0.074428487707306,0.108249580011943,0.0988108397928624,0.0591665083987051,0.0783114745103684
356,0.0723482736244519,0.0701091431616237,0.0661628678116778,0.0708572201938271,0.082840242183311,0.0787291376384183,0.110617741013422,0.0999667057368964,0.0634789601285399,0.0801242532357679
357,0.0692998141459442,0.0657750636854696,0.0637671618976275,0.0686408932702423,0.080970541793353,0.0764706143341684,0.10848630350688,0.0920861111500087,0.0590526636443284,0.0774864501621863
358,0.0691806903328961,0.0629234169313404,0.0637538962530168,0.0669504920393804,0.0811805616401561,0.0727968333739635,0.106402527208368,0.0899291567090482,0.0573865335849774,0.0775940089977814
359,0.0728118083658499,0.0660047821544629,0.069091303767653,0.0682833033749501,0.0824970645591863,0.0710421546737394,0.105990455995272,0.0965942691781163,0.0616066488354699,0.0810737445812485
360,0.0661091621820517,0.0619063178961809,0.0667492206844755,0.0639423141446324,0.076315510662132,0.0695168664347441,0.101820956803926,0.091402287590819,0.0566689679183149,0.0743070890548432
361,0.0634660483735431,0.0605000334123278,0.0622011362259602,0.0637510175911395,0.0724166556795328,0.0684619185368625,0.100213261778113,0.0885169560577712,0.055595516248596,0.0712766928790899
362,0.0659345375548652,0.0625158785336577,0.0599872532999998,0.0668406653875549,0.0731158228670313,0.0680070756072621,0.101154542286031,0.0901743306734511,0.0582634610272695,0.0739525694952255
363,0.0674486250944566,0.0639310518503363,0.0642772909501338,0.0666620344433992,0.0765440450441799,0.0682369174944526,0.101244024789428,0.0924424234469305,0.0576795966662979,0.0777449510909981
364,0.0685234381746306,0.0659356625418904,0.0669329009332613,0.0673115856986879,0.0774392351830306,0.068889879290817,0.102426453755612,0.0925454929388986,0.0565408745500939,0.0788509929287132
365,0.0687178114062824,0.0652768816728606,0.0665832464205221,0.0675162404350276,0.0758138690373331,0.0687772419483259,0.102462099773066,0.0908543311487978,0.0555558425831069,0.0768055877244395
366,0.0679830567408476,0.0607262961198225,0.0642484977738955,0.0661678482906743,0.0733948611109333,0.0675827320709283,0.0996817546222416,0.0888729313225123,0.0551903603450349,0.073170622088775
