sample,rep,base name,spectrum #,spectrum_id,treatment,cover type,species,site,notes
327,4,OK_SPEC,916,OK_SPEC00916,wet,dcy,dcy,IC1,
327,5,OK_SPEC,917,OK_SPEC00917,wet,dcy,dcy,IC1,
328,1,OK_SPEC,918,OK_SPEC00918,dry,moss,Syntrichia caninervis,IC1,
328,2,OK_SPEC,919,OK_SPEC00919,dry,moss,Syntrichia caninervis,IC1,
328,3,OK_SPEC,920,OK_SPEC00920,dry,moss,Syntrichia caninervis,IC1,
328,4,OK_SPEC,921,OK_SPEC00921,dry,moss,Syntrichia caninervis,IC1,
328,5,OK_SPEC,922,OK_SPEC00922,dry,moss,Syntrichia caninervis,IC1,
328,1,OK_SPEC,923,OK_SPEC00923,wet,moss,Syntrichia caninervis,IC1,
328,2,OK_SPEC,924,OK_SPEC00924,wet,moss,Syntrichia caninervis,IC1,
328,3,OK_SPEC,925,OK_SPEC00925,wet,moss,Syntrichia caninervis,IC1,
328,4,OK_SPEC,926,OK_SPEC00926,wet,moss,Syntrichia caninervis,IC1,
328,5,OK_SPEC,927,OK_SPEC00927,wet,moss,Syntrichia caninervis,IC1,
329,1,OK_SPEC,928,OK_SPEC00928,dry,bare,bare,IC1,
329,2,OK_SPEC,929,OK_SPEC00929,dry,bare,bare,IC1,
329,3,OK_SPEC,930,OK_SPEC00930,dry,bare,bare,IC1,
329,4,OK_SPEC,931,OK_SPEC00931,dry,bare,bare,IC1,
329,5,OK_SPEC,932,OK_SPEC00932,dry,bare,bare,IC1,
329,1,OK_SPEC,933,OK_SPEC00933,wet,bare,bare,IC1,
329,2,OK_SPEC,934,OK_SPEC00934,wet,bare,bare,IC1,
329,3,OK_SPEC,935,OK_SPEC00935,wet,bare,bare,IC1,
329,4,OK_SPEC,936,OK_SPEC00936,wet,bare,bare,IC1,
329,5,OK_SPEC,937,OK_SPEC00937,wet,bare,bare,IC1,
330,1,OK_SPEC,938,OK_SPEC00938,dry,dcy,dcy,IC1,
330,2,OK_SPEC,939,OK_SPEC00939,dry,dcy,dcy,IC1,
330,3,OK_SPEC,940,OK_SPEC00940,dry,dcy,dcy,IC1,
330,4,OK_SPEC,941,OK_SPEC00941,dry,dcy,dcy,IC1,
330,5,OK_SPEC,942,OK_SPEC00942,dry,dcy,dcy,IC1,
330,1,OK_SPEC,943,OK_SPEC00943,wet,dcy,dcy,IC1,
330,2,OK_SPEC,944,OK_SPEC00944,wet,dcy,dcy,IC1,
330,3,OK_SPEC,945,OK_SPEC00945,wet,dcy,dcy,IC1,
330,4,OK_SPEC,946,OK_SPEC00946,wet,dcy,dcy,IC1,
330,5,OK_SPEC,947,OK_SPEC00947,wet,dcy,dcy,IC1,
331,1,OK_SPEC,948,OK_SPEC00948,dry,dcy,dcy,IC1,
331,2,OK_SPEC,949,OK_SPEC00949,dry,dcy,dcy,IC1,
331,3,OK_SPEC,950,OK_SPEC00950,dry,dcy,dcy,IC1,
331,4,OK_SPEC,951,OK_SPEC00951,dry,dcy,dcy,IC1,
331,5,OK_SPEC,952,OK_SPEC00952,dry,dcy,dcy,IC1,
331,1,OK_SPEC,953,OK_SPEC00953,wet,dcy,dcy,IC1,
331,2,OK_SPEC,954,OK_SPEC00954,wet,dcy,dcy,IC1,
331,3,OK_SPEC,955,OK_SPEC00955,wet,dcy,dcy,IC1,
331,4,OK_SPEC,956,OK_SPEC00956,wet,dcy,dcy,IC1,
331,5,OK_SPEC,957,OK_SPEC00957,wet,dcy,dcy,IC1,
332,1,OK_SPEC,958,OK_SPEC00958,dry,moss,Syntrichia caninervis,IC1,
332,2,OK_SPEC,959,OK_SPEC00959,dry,moss,Syntrichia caninervis,IC1,
332,3,OK_SPEC,960,OK_SPEC00960,dry,moss,Syntrichia caninervis,IC1,
332,4,OK_SPEC,961,OK_SPEC00961,dry,moss,Syntrichia caninervis,IC1,
332,5,OK_SPEC,962,OK_SPEC00962,dry,moss,Syntrichia caninervis,IC1,
332,1,OK_SPEC,963,OK_SPEC00963,wet,moss,Syntrichia caninervis,IC1,
332,2,OK_SPEC,964,OK_SPEC00964,wet,moss,Syntrichia caninervis,IC1,
332,3,OK_SPEC,965,OK_SPEC00965,wet,moss,Syntrichia caninervis,IC1,
332,4,OK_SPEC,966,OK_SPEC00966,wet,moss,Syntrichia caninervis,IC1,
332,5,OK_SPEC,967,OK_SPEC00967,wet,moss,Syntrichia caninervis,IC1,
501,1,OK_SPEC,968,OK_SPEC00968,dry,bare,bare,IC3,
501,2,OK_SPEC,969,OK_SPEC00969,dry,bare,bare,IC3,
501,3,OK_SPEC,970,OK_SPEC00970,dry,bare,bare,IC3,
501,4,OK_SPEC,971,OK_SPEC00971,dry,bare,bare,IC3,
501,5,OK_SPEC,972,OK_SPEC00972,dry,bare,bare,IC3,
501,1,OK_SPEC,973,OK_SPEC00973,wet,bare,bare,IC3,
501,2,OK_SPEC,974,OK_SPEC00974,wet,bare,bare,IC3,
501,3,OK_SPEC,975,OK_SPEC00975,wet,bare,bare,IC3,
501,4,OK_SPEC,976,OK_SPEC00976,wet,bare,bare,IC3,
501,5,OK_SPEC,977,OK_SPEC00977,wet,bare,bare,IC3,
502,1,OK_SPEC,978,OK_SPEC00978,dry,lcy,lcy,IC3,
502,2,OK_SPEC,979,OK_SPEC00979,dry,lcy,lcy,IC3,
502,3,OK_SPEC,980,OK_SPEC00980,dry,lcy,lcy,IC3,
502,4,OK_SPEC,981,OK_SPEC00981,dry,lcy,lcy,IC3,
502,5,OK_SPEC,982,OK_SPEC00982,dry,lcy,lcy,IC3,
502,1,OK_SPEC,983,OK_SPEC00983,wet,lcy,lcy,IC3,
502,2,OK_SPEC,984,OK_SPEC00984,wet,lcy,lcy,IC3,
502,3,OK_SPEC,985,OK_SPEC00985,wet,lcy,lcy,IC3,
502,4,OK_SPEC,986,OK_SPEC00986,wet,lcy,lcy,IC3,
502,5,OK_SPEC,987,OK_SPEC00987,wet,lcy,lcy,IC3,
503,1,OK_SPEC,988,OK_SPEC00988,dry,bare,bare,IC3,
503,2,OK_SPEC,989,OK_SPEC00989,dry,bare,bare,IC3,
503,3,OK_SPEC,990,OK_SPEC00990,dry,bare,bare,IC3,
503,4,OK_SPEC,991,OK_SPEC00991,dry,bare,bare,IC3,
503,5,OK_SPEC,992,OK_SPEC00992,dry,bare,bare,IC3,
503,1,OK_SPEC,993,OK_SPEC00993,wet,bare,bare,IC3,
503,2,OK_SPEC,994,OK_SPEC00994,wet,bare,bare,IC3,
503,3,OK_SPEC,995,OK_SPEC00995,wet,bare,bare,IC3,
503,4,OK_SPEC,996,OK_SPEC00996,wet,bare,bare,IC3,
503,5,OK_SPEC,997,OK_SPEC00997,wet,bare,bare,IC3,
504,1,OK_SPEC,998,OK_SPEC00998,dry,lcy,lcy,IC3,
504,2,OK_SPEC,999,OK_SPEC00999,dry,lcy,lcy,IC3,
504,3,OK_SPEC,1000,OK_SPEC01000,dry,lcy,lcy,IC3,
504,4,OK_SPEC,1001,OK_SPEC01001,dry,lcy,lcy,IC3,
504,5,OK_SPEC,1002,OK_SPEC01002,dry,lcy,lcy,IC3,
504,1,OK_SPEC,1003,OK_SPEC01003,wet,lcy,lcy,IC3,
504,2,OK_SPEC,1004,OK_SPEC01004,wet,lcy,lcy,IC3,
504,3,OK_SPEC,1005,OK_SPEC01005,wet,lcy,lcy,IC3,
504,4,OK_SPEC,1006,OK_SPEC01006,wet,lcy,lcy,IC3,
504,5,OK_SPEC,1007,OK_SPEC01007,wet,lcy,lcy,IC3,
505,1,OK_SPEC,1008,OK_SPEC01008,dry,bare,bare,IC3,
505,2,OK_SPEC,1009,OK_SPEC01009,dry,bare,bare,IC3,
505,3,OK_SPEC,1010,OK_SPEC01010,dry,bare,bare,IC3,
505,4,OK_SPEC,1011,OK_SPEC01011,dry,bare,bare,IC3,
505,5,OK_SPEC,1012,OK_SPEC01012,dry,bare,bare,IC3,
505,1,OK_SPEC,1013,OK_SPEC01013,wet,bare,bare,IC3,
505,2,OK_SPEC,1014,OK_SPEC01014,wet,bare,bare,IC3,
505,3,OK_SPEC,1015,OK_SPEC01015,wet,bare,bare,IC3,
505,4,OK_SPEC,1016,OK_SPEC01016,wet,bare,bare,IC3,
505,5,OK_SPEC,1017,OK_SPEC01017,wet,bare,bare,IC3,
506,1,OK_SPEC,1018,OK_SPEC01018,dry,lcy,lcy,IC3,
506,2,OK_SPEC,1019,OK_SPEC01019,dry,lcy,lcy,IC3,
506,3,OK_SPEC,1020,OK_SPEC01020,dry,lcy,lcy,IC3,
506,4,OK_SPEC,1021,OK_SPEC01021,dry,lcy,lcy,IC3,
506,5,OK_SPEC,1022,OK_SPEC01022,dry,lcy,lcy,IC3,
506,1,OK_SPEC,1024,OK_SPEC01024,wet,lcy,lcy,IC3,
506,2,OK_SPEC,1025,OK_SPEC01025,wet,lcy,lcy,IC3,
506,3,OK_SPEC,1026,OK_SPEC01026,wet,lcy,lcy,IC3,
506,4,OK_SPEC,1027,OK_SPEC01027,wet,lcy,lcy,IC3,
506,5,OK_SPEC,1028,OK_SPEC01028,wet,lcy,lcy,IC3,
507,1,OK_SPEC,1029,OK_SPEC01029,dry,bare,bare,IC3,
507,2,OK_SPEC,1030,OK_SPEC01030,dry,bare,bare,IC3,
507,3,OK_SPEC,1031,OK_SPEC01031,dry,bare,bare,IC3,
507,4,OK_SPEC,1032,OK_SPEC01032,dry,bare,bare,IC3,
507,5,OK_SPEC,1033,OK_SPEC01033,dry,bare,bare,IC3,
507,1,OK_SPEC,1034,OK_SPEC01034,wet,bare,bare,IC3,
507,2,OK_SPEC,1035,OK_SPEC01035,wet,bare,bare,IC3,
507,3,OK_SPEC,1036,OK_SPEC01036,wet,bare,bare,IC3,
507,4,OK_SPEC,1037,OK_SPEC01037,wet,bare,bare,IC3,
507,5,OK_SPEC,1038,OK_SPEC01038,wet,bare,bare,IC3,
508,1,OK_SPEC,1039,OK_SPEC01039,dry,lcy,lcy,IC3,
508,2,OK_SPEC,1040,OK_SPEC01040,dry,lcy,lcy,IC3,
508,3,OK_SPEC,1041,OK_SPEC01041,dry,lcy,lcy,IC3,
508,4,OK_SPEC,1042,OK_SPEC01042,dry,lcy,lcy,IC3,
508,5,OK_SPEC,1043,OK_SPEC01043,dry,lcy,lcy,IC3,
508,1,OK_SPEC,1044,OK_SPEC01044,wet,lcy,lcy,IC3,
508,2,OK_SPEC,1045,OK_SPEC01045,wet,lcy,lcy,IC3,
508,3,OK_SPEC,1046,OK_SPEC01046,wet,lcy,lcy,IC3,
508,4,OK_SPEC,1047,OK_SPEC01047,wet,lcy,lcy,IC3,
508,5,OK_SPEC,1048,OK_SPEC01048,wet,lcy,lcy,IC3,
509,1,OK_SPEC,1049,OK_SPEC01049,dry,bare,bare,IC3,
509,2,OK_SPEC,1050,OK_SPEC01050,dry,bare,bare,IC3,
509,3,OK_SPEC,1051,OK_SPEC01051,dry,bare,bare,IC3,
509,4,OK_SPEC,1052,OK_SPEC01052,dry,bare,bare,IC3,
509,5,OK_SPEC,1053,OK_SPEC01053,dry,bare,bare,IC3,
509,1,OK_SPEC,1054,OK_SPEC01054,wet,bare,bare,IC3,
509,2,OK_SPEC,1055,OK_SPEC01055,wet,bare,bare,IC3,
509,3,OK_SPEC,1056,OK_SPEC01056,wet,bare,bare,IC3,
509,4,OK_SPEC,1057,OK_SPEC01057,wet,bare,bare,IC3,
509,5,OK_SPEC,1058,OK_SPEC01058,wet,bare,bare,IC3,
510,1,OK_SPEC,1059,OK_SPEC01059,dry,lcy,lcy,IC3,
510,2,OK_SPEC,1060,OK_SPEC01060,dry,lcy,lcy,IC3,
510,3,OK_SPEC,1061,OK_SPEC01061,dry,lcy,lcy,IC3,
510,4,OK_SPEC,1062,OK_SPEC01062,dry,lcy,lcy,IC3,
510,5,OK_SPEC,1063,OK_SPEC01063,dry,lcy,lcy,IC3,
510,1,OK_SPEC,1064,OK_SPEC01064,wet,lcy,lcy,IC3,
510,2,OK_SPEC,1065,OK_SPEC01065,wet,lcy,lcy,IC3,
510,3,OK_SPEC,1066,OK_SPEC01066,wet,lcy,lcy,IC3,
510,4,OK_SPEC,1067,OK_SPEC01067,wet,lcy,lcy,IC3,
510,5,OK_SPEC,1068,OK_SPEC01068,wet,lcy,lcy,IC3,
511,1,OK_SPEC,1069,OK_SPEC01069,dry,bare,bare,IC3,
511,2,OK_SPEC,1070,OK_SPEC01070,dry,bare,bare,IC3,
511,3,OK_SPEC,1071,OK_SPEC01071,dry,bare,bare,IC3,
511,4,OK_SPEC,1072,OK_SPEC01072,dry,bare,bare,IC3,
511,5,OK_SPEC,1073,OK_SPEC01073,dry,bare,bare,IC3,
511,1,OK_SPEC,1074,OK_SPEC01074,wet,bare,bare,IC3,
511,2,OK_SPEC,1075,OK_SPEC01075,wet,bare,bare,IC3,
511,3,OK_SPEC,1076,OK_SPEC01076,wet,bare,bare,IC3,
511,4,OK_SPEC,1077,OK_SPEC01077,wet,bare,bare,IC3,
511,5,OK_SPEC,1078,OK_SPEC01078,wet,bare,bare,IC3,
512,1,OK_SPEC,1079,OK_SPEC01079,dry,lcy,lcy,IC3,
512,2,OK_SPEC,1080,OK_SPEC01080,dry,lcy,lcy,IC3,
512,3,OK_SPEC,1081,OK_SPEC01081,dry,lcy,lcy,IC3,
512,4,OK_SPEC,1082,OK_SPEC01082,dry,lcy,lcy,IC3,
512,5,OK_SPEC,1083,OK_SPEC01083,dry,lcy,lcy,IC3,
512,1,OK_SPEC,1084,OK_SPEC01084,wet,lcy,lcy,IC3,
512,2,OK_SPEC,1085,OK_SPEC01085,wet,lcy,lcy,IC3,
512,3,OK_SPEC,1086,OK_SPEC01086,wet,lcy,lcy,IC3,
512,4,OK_SPEC,1087,OK_SPEC01087,wet,lcy,lcy,IC3,
512,5,OK_SPEC,1088,OK_SPEC01088,wet,lcy,lcy,IC3,
513,1,OK_SPEC,1089,OK_SPEC01089,dry,bare,bare,IC3,
513,2,OK_SPEC,1090,OK_SPEC01090,dry,bare,bare,IC3,
513,3,OK_SPEC,1091,OK_SPEC01091,dry,bare,bare,IC3,
513,4,OK_SPEC,1092,OK_SPEC01092,dry,bare,bare,IC3,
513,5,OK_SPEC,1093,OK_SPEC01093,dry,bare,bare,IC3,
513,1,OK_SPEC,1094,OK_SPEC01094,wet,bare,bare,IC3,
513,2,OK_SPEC,1095,OK_SPEC01095,wet,bare,bare,IC3,
513,3,OK_SPEC,1096,OK_SPEC01096,wet,bare,bare,IC3,
513,4,OK_SPEC,1097,OK_SPEC01097,wet,bare,bare,IC3,
513,5,OK_SPEC,1098,OK_SPEC01098,wet,bare,bare,IC3,
514,1,OK_SPEC,1099,OK_SPEC01099,dry,lcy,lcy,IC3,
514,2,OK_SPEC,1100,OK_SPEC01100,dry,lcy,lcy,IC3,
514,3,OK_SPEC,1101,OK_SPEC01101,dry,lcy,lcy,IC3,
514,4,OK_SPEC,1102,OK_SPEC01102,dry,lcy,lcy,IC3,
514,5,OK_SPEC,1103,OK_SPEC01103,dry,lcy,lcy,IC3,
514,1,OK_SPEC,1104,OK_SPEC01104,wet,lcy,lcy,IC3,
514,2,OK_SPEC,1105,OK_SPEC01105,wet,lcy,lcy,IC3,
514,3,OK_SPEC,1106,OK_SPEC01106,wet,lcy,lcy,IC3,
514,4,OK_SPEC,1107,OK_SPEC01107,wet,lcy,lcy,IC3,
514,5,OK_SPEC,1108,OK_SPEC01108,wet,lcy,lcy,IC3,
515,1,OK_SPEC,1109,OK_SPEC01109,dry,bare,bare,IC3,
515,2,OK_SPEC,1110,OK_SPEC01110,dry,bare,bare,IC3,
515,3,OK_SPEC,1111,OK_SPEC01111,dry,bare,bare,IC3,
515,4,OK_SPEC,1112,OK_SPEC01112,dry,bare,bare,IC3,
515,5,OK_SPEC,1113,OK_SPEC01113,dry,bare,bare,IC3,
515,1,OK_SPEC,1114,OK_SPEC01114,wet,bare,bare,IC3,
515,2,OK_SPEC,1115,OK_SPEC01115,wet,bare,bare,IC3,
515,3,OK_SPEC,1116,OK_SPEC01116,wet,bare,bare,IC3,
515,4,OK_SPEC,1117,OK_SPEC01117,wet,bare,bare,IC3,one less wet reading 
516,1,OK_SPEC,1118,OK_SPEC01118,dry,lcy,lcy,IC3,
516,2,OK_SPEC,1119,OK_SPEC01119,dry,lcy,lcy,IC3,
516,3,OK_SPEC,1120,OK_SPEC01120,dry,lcy,lcy,IC3,
516,4,OK_SPEC,1121,OK_SPEC01121,dry,lcy,lcy,IC3,
516,5,OK_SPEC,1122,OK_SPEC01122,dry,lcy,lcy,IC3,
516,1,OK_SPEC,1123,OK_SPEC01123,wet,lcy,lcy,IC3,
516,2,OK_SPEC,1124,OK_SPEC01124,wet,lcy,lcy,IC3,
516,3,OK_SPEC,1125,OK_SPEC01125,wet,lcy,lcy,IC3,
516,4,OK_SPEC,1126,OK_SPEC01126,wet,lcy,lcy,IC3,
516,5,OK_SPEC,1127,OK_SPEC01127,wet,lcy,lcy,IC3,
517,1,OK_SPEC,1128,OK_SPEC01128,dry,dcy,dcy,IC3,
517,2,OK_SPEC,1129,OK_SPEC01129,dry,dcy,dcy,IC3,
517,3,OK_SPEC,1130,OK_SPEC01130,dry,dcy,dcy,IC3,
517,4,OK_SPEC,1131,OK_SPEC01131,dry,dcy,dcy,IC3,
517,5,OK_SPEC,1132,OK_SPEC01132,dry,dcy,dcy,IC3,
517,1,OK_SPEC,1133,OK_SPEC01133,wet,dcy,dcy,IC3,
517,2,OK_SPEC,1134,OK_SPEC01134,wet,dcy,dcy,IC3,
517,3,OK_SPEC,1135,OK_SPEC01135,wet,dcy,dcy,IC3,
517,4,OK_SPEC,1136,OK_SPEC01136,wet,dcy,dcy,IC3,
517,5,OK_SPEC,1137,OK_SPEC01137,wet,dcy,dcy,IC3,
518,1,OK_SPEC,1138,OK_SPEC01138,dry,dcy,dcy,IC3,
518,2,OK_SPEC,1139,OK_SPEC01139,dry,dcy,dcy,IC3,
518,3,OK_SPEC,1140,OK_SPEC01140,dry,dcy,dcy,IC3,
518,4,OK_SPEC,1141,OK_SPEC01141,dry,dcy,dcy,IC3,
518,5,OK_SPEC,1142,OK_SPEC01142,dry,dcy,dcy,IC3,
518,1,OK_SPEC,1143,OK_SPEC01143,wet,dcy,dcy,IC3,
518,2,OK_SPEC,1144,OK_SPEC01144,wet,dcy,dcy,IC3,
518,3,OK_SPEC,1145,OK_SPEC01145,wet,dcy,dcy,IC3,
518,4,OK_SPEC,1146,OK_SPEC01146,wet,dcy,dcy,IC3,
518,5,OK_SPEC,1147,OK_SPEC01147,wet,dcy,dcy,IC3,
519,1,OK_SPEC,1148,OK_SPEC01148,dry,dcy,dcy,IC3,
519,2,OK_SPEC,1149,OK_SPEC01149,dry,dcy,dcy,IC3,
519,3,OK_SPEC,1150,OK_SPEC01150,dry,dcy,dcy,IC3,
519,4,OK_SPEC,1151,OK_SPEC01151,dry,dcy,dcy,IC3,
519,5,OK_SPEC,1152,OK_SPEC01152,dry,dcy,dcy,IC3,
519,1,OK_SPEC,1153,OK_SPEC01153,wet,dcy,dcy,IC3,
519,2,OK_SPEC,1154,OK_SPEC01154,wet,dcy,dcy,IC3,
519,3,OK_SPEC,1155,OK_SPEC01155,wet,dcy,dcy,IC3,
519,4,OK_SPEC,1156,OK_SPEC01156,wet,dcy,dcy,IC3,
519,5,OK_SPEC,1157,OK_SPEC01157,wet,dcy,dcy,IC3,
520,1,OK_SPEC,1158,OK_SPEC01158,dry,dcy,dcy,IC3,
520,2,OK_SPEC,1159,OK_SPEC01159,dry,dcy,dcy,IC3,
520,3,OK_SPEC,1160,OK_SPEC01160,dry,dcy,dcy,IC3,
520,4,OK_SPEC,1161,OK_SPEC01161,dry,dcy,dcy,IC3,
520,5,OK_SPEC,1162,OK_SPEC01162,dry,dcy,dcy,IC3,
520,1,OK_SPEC,1163,OK_SPEC01163,wet,dcy,dcy,IC3,
520,2,OK_SPEC,1164,OK_SPEC01164,wet,dcy,dcy,IC3,
520,3,OK_SPEC,1165,OK_SPEC01165,wet,dcy,dcy,IC3,
520,4,OK_SPEC,1166,OK_SPEC01166,wet,dcy,dcy,IC3,
520,5,OK_SPEC,1167,OK_SPEC01167,wet,dcy,dcy,IC3,
521,1,OK_SPEC,1168,OK_SPEC01168,dry,dcy,dcy,IC3,
521,2,OK_SPEC,1169,OK_SPEC01169,dry,dcy,dcy,IC3,
521,3,OK_SPEC,1170,OK_SPEC01170,dry,dcy,dcy,IC3,
521,4,OK_SPEC,1171,OK_SPEC01171,dry,dcy,dcy,IC3,
521,5,OK_SPEC,1172,OK_SPEC01172,dry,dcy,dcy,IC3,
521,1,OK_SPEC,1173,OK_SPEC01173,wet,dcy,dcy,IC3,
521,2,OK_SPEC,1174,OK_SPEC01174,wet,dcy,dcy,IC3,
521,3,OK_SPEC,1175,OK_SPEC01175,wet,dcy,dcy,IC3,
521,4,OK_SPEC,1176,OK_SPEC01176,wet,dcy,dcy,IC3,
521,5,OK_SPEC,1177,OK_SPEC01177,wet,dcy,dcy,IC3,
522,1,OK_SPEC,1178,OK_SPEC01178,dry,dcy,dcy,IC3,
522,2,OK_SPEC,1179,OK_SPEC01179,dry,dcy,dcy,IC3,
522,3,OK_SPEC,1180,OK_SPEC01180,dry,dcy,dcy,IC3,
522,4,OK_SPEC,1181,OK_SPEC01181,dry,dcy,dcy,IC3,
522,5,OK_SPEC,1182,OK_SPEC01182,dry,dcy,dcy,IC3,
522,1,OK_SPEC,1183,OK_SPEC01183,wet,dcy,dcy,IC3,
522,2,OK_SPEC,1184,OK_SPEC01184,wet,dcy,dcy,IC3,
522,3,OK_SPEC,1185,OK_SPEC01185,wet,dcy,dcy,IC3,
522,4,OK_SPEC,1186,OK_SPEC01186,wet,dcy,dcy,IC3,
522,5,OK_SPEC,1187,OK_SPEC01187,wet,dcy,dcy,IC3,
523,1,OK_SPEC,1188,OK_SPEC01188,dry,dcy,dcy,IC3,
523,2,OK_SPEC,1189,OK_SPEC01189,dry,dcy,dcy,IC3,
523,3,OK_SPEC,1190,OK_SPEC01190,dry,dcy,dcy,IC3,
523,4,OK_SPEC,1191,OK_SPEC01191,dry,dcy,dcy,IC3,
523,5,OK_SPEC,1192,OK_SPEC01192,dry,dcy,dcy,IC3,
523,1,OK_SPEC,1193,OK_SPEC01193,wet,dcy,dcy,IC3,
523,2,OK_SPEC,1194,OK_SPEC01194,wet,dcy,dcy,IC3,
523,3,OK_SPEC,1195,OK_SPEC01195,wet,dcy,dcy,IC3,
523,4,OK_SPEC,1196,OK_SPEC01196,wet,dcy,dcy,IC3,
523,5,OK_SPEC,1197,OK_SPEC01197,wet,dcy,dcy,IC3,
524,1,OK_SPEC,1198,OK_SPEC01198,dry,dcy,dcy,IC3,
524,2,OK_SPEC,1199,OK_SPEC01199,dry,dcy,dcy,IC3,
524,3,OK_SPEC,1200,OK_SPEC01200,dry,dcy,dcy,IC3,
524,4,OK_SPEC,1201,OK_SPEC01201,dry,dcy,dcy,IC3,
524,5,OK_SPEC,1202,OK_SPEC01202,dry,dcy,dcy,IC3,
524,1,OK_SPEC,1203,OK_SPEC01203,wet,dcy,dcy,IC3,
524,2,OK_SPEC,1204,OK_SPEC01204,wet,dcy,dcy,IC3,
524,3,OK_SPEC,1205,OK_SPEC01205,wet,dcy,dcy,IC3,
524,4,OK_SPEC,1206,OK_SPEC01206,wet,dcy,dcy,IC3,
524,5,OK_SPEC,1207,OK_SPEC01207,wet,dcy,dcy,IC3,
525,1,OK_SPEC,1208,OK_SPEC01208,dry,dcy,dcy,IC3,
525,2,OK_SPEC,1209,OK_SPEC01209,dry,dcy,dcy,IC3,
525,3,OK_SPEC,1210,OK_SPEC01210,dry,dcy,dcy,IC3,
525,4,OK_SPEC,1211,OK_SPEC01211,dry,dcy,dcy,IC3,
525,5,OK_SPEC,1212,OK_SPEC01212,dry,dcy,dcy,IC3,
525,1,OK_SPEC,1213,OK_SPEC01213,wet,dcy,dcy,IC3,
525,2,OK_SPEC,1214,OK_SPEC01214,wet,dcy,dcy,IC3,
525,3,OK_SPEC,1215,OK_SPEC01215,wet,dcy,dcy,IC3,
525,4,OK_SPEC,1216,OK_SPEC01216,wet,dcy,dcy,IC3,
525,5,OK_SPEC,1217,OK_SPEC01217,wet,dcy,dcy,IC3,
526,1,OK_SPEC,1218,OK_SPEC01218,dry,dcy,dcy,IC3,
526,2,OK_SPEC,1219,OK_SPEC01219,dry,dcy,dcy,IC3,
526,3,OK_SPEC,1220,OK_SPEC01220,dry,dcy,dcy,IC3,
526,4,OK_SPEC,1221,OK_SPEC01221,dry,dcy,dcy,IC3,
526,5,OK_SPEC,1222,OK_SPEC01222,dry,dcy,dcy,IC3,
526,1,OK_SPEC,1223,OK_SPEC01223,wet,dcy,dcy,IC3,
526,2,OK_SPEC,1224,OK_SPEC01224,wet,dcy,dcy,IC3,
526,3,OK_SPEC,1225,OK_SPEC01225,wet,dcy,dcy,IC3,
526,4,OK_SPEC,1226,OK_SPEC01226,wet,dcy,dcy,IC3,
526,5,OK_SPEC,1227,OK_SPEC01227,wet,dcy,dcy,IC3,
